,POSTI_ALUE,built_year,pricePerSquare,rentValue,sizeValue
96,01710,2003.5,16.132286259587598,990.0,62.25
97,01730,1966.0,14.150943396226415,750.0,53.0
98,01750,2002.0,10.930232558139535,4700.0,430.0
99,02100,1992.857142857143,20.378021150745088,1326.4285714285713,70.71428571428571
100,02110,1971.3333333333333,18.039404394829415,1085.8333333333333,60.916666666666664
101,02120,1967.0,23.240479662939556,1271.0,55.75
102,02130,1981.7,17.78253654891723,1089.387,62.45
103,02140,1974.6,14.877953391128084,1098.0,74.0
104,02160,1985.0,21.64977257959714,2397.5,113.75
105,02170,1979.4705882352941,17.687135989405903,1123.1764705882354,64.05882352941177
106,02180,1980.0,23.454545454545453,645.0,27.5
107,02200,2008.5348837209303,20.15922374046778,1000.3953488372093,55.05813953488372
108,02210,1991.952380952381,19.685289301499378,930.7142857142857,49.88095238095238
109,02230,1994.357142857143,16.788192435735716,1211.6788095238094,75.33333333333333
110,02260,1987.25,16.727131931301876,934.25,56.25
111,02270,1968.6666666666667,13.4006734006734,1465.0,121.0
112,02280,1974.0,15.23728813559322,899.0,59.0
113,02320,1998.566037735849,18.02227054104786,1224.6415094339623,68.14150943396227
114,02330,2009.7368421052631,15.759726929923414,1309.3626315789472,106.52631578947368
115,02340,1978.0,14.285714285714286,1150.0,80.5
116,02360,1975.2666666666667,14.609210103982255,1291.5666666666666,89.45
117,02380,2008.0,21.33847786424396,6700.0,339.5
118,02600,2002.2068965517242,19.43423138963141,1008.3103448275862,52.58620689655172
119,02610,1997.0,17.105395346354094,1015.2307692307693,61.07692307692308
120,02620,1985.842105263158,16.291101433645743,986.1105263157893,61.026315789473685
121,02630,2012.3333333333333,17.294425449589514,996.5833333333334,57.708333333333336
122,02650,1993.1818181818182,18.913939690534622,912.7877272727274,49.81818181818182
123,02660,1991.2,16.425656572974084,1387.1,88.0
124,02680,2012.0,16.64814814814815,899.0,54.0
125,02700,1987.6,20.554933526566646,1233.1333333333334,65.46666666666667
126,02710,1983.5,17.012626162150692,1544.5,92.15
127,02730,2004.0,12.777777777777779,2300.0,180.0
128,02740,1999.25,15.359521424430145,1079.75,70.625
129,02750,1991.608695652174,16.096193054190206,950.4478260869565,60.58695652173913
130,02760,1993.4285714285713,15.466635894156378,983.0678571428572,64.83928571428571
131,02770,1998.1818181818182,16.907936437032497,1090.9645454545455,68.18181818181819
132,02780,2002.9444444444443,17.77501600437467,984.6111111111111,60.69444444444444
133,02810,2011.0,16.251882665136627,1362.5,84.25
134,02920,2004.6666666666667,15.88842321910051,1223.3333333333333,81.0
135,02940,1994.0666666666666,15.918320645397802,1102.6133333333335,74.66666666666667
