,allow_pets,built_year,condition,deposit,number_of_rooms,postal_code,rent,total_size,type
1520,ei sallittu,1979,tyydyttävä,1640,Kaksio,02320,820 €/kk,59 m²,kerrostalo
1521,ei sallittu,1968,hyvä,2100,Kaksio,00200,1 050 €/kk,44 m²,kerrostalo
1522,ei sallittu,1990,hyvä,3*Vuokra,3 huonetta,15700,870 €/kk,84 m²,paritalo
1523,ei sallittu,1975,hyvä,1 kk vuokra,Yksiö,05880,480 €/kk,30 m²,kerrostalo
1524,ei sallittu,2011,hyvä,2 kk:n vuokran suuruinen,Yksiö,33330,"499,55 €/kk",34 m²,kerrostalo
1525,ei sallittu,1959,hyvä,470 €,Yksiö,65100,470 €/kk,38 m²,kerrostalo
1526,ei sallittu,1993,hyvä,580 €,Kaksio,90520,580 €/kk,62 m²,kerrostalo
1527,ei tiedossa,1928,hyvä,1920 ,4 huonetta,67100,960 €/kk,"96,4 m²",kerrostalo
1528,ei sallittu,2016,hyvä,2*kk,Yksiö,33580,575 €/kk,31 m²,kerrostalo
1529,ei sallittu,2016,hyvä,2*kk,Yksiö,40530,500 €/kk,30 m²,kerrostalo
1530,ei sallittu,1963,hyvä,1000e,4 huonetta,18130,795 €/kk,"76,3 m²",kerrostalo
1531,ei sallittu,2017,hyvä,2kk,3 huonetta,28300,840 €/kk,67 m²,rivitalo
1532,ei sallittu,2017,hyvä,2kk,Kaksio,28300,720 €/kk,53 m²,rivitalo
1533,ei sallittu,2017,hyvä,Yhden kuukauden vuokra,Kaksio,90100,690 €/kk,"37,5 m²",kerrostalo
1534,ei sallittu,2017,hyvä,Yhden kuukauden vuokra,Kaksio,90100,690 €/kk,"37,5 m²",kerrostalo
1535,ei sallittu,2017,hyvä,1060,Yksiö,37500,495 €/kk,33 m²,kerrostalo
1536,ei tiedossa,2017,välttävä,1060,Yksiö,06450,986 €/kk,"10,44 m²",kerrostalo
1537,ei tiedossa,2011,tyydyttävä,1060,Yksiö,04230,901 €/kk,10 m²,omakotitalo
1538,ei tiedossa,1946,hyvä,1060,4 huonetta,70300,2 970 €/kk,170 m²,omakotitalo
1539,ei tiedossa,1908,hyvä,1060,Yksiö,20100,1 535 €/kk,31 m²,kerrostalo
1540,ei tiedossa,1908,välttävä,1060,Yksiö,06450,986 €/kk,"13,15 m²",kerrostalo
1541,ei tiedossa,1972,välttävä,1060,3 huonetta,02320,1 899 €/kk,78 m²,kerrostalo
1542,ei tiedossa,1972,tyydyttävä,1060,Yksiö,02150,1 308 €/kk,21 m²,erillistalo
1543,ei sallittu,1972,ei luokiteltu,1300.00,Yksiö,33330,650 €/kk,43 m²,rivitalo
1544,ei sallittu,1972,hyvä,2kk vuokraa vastaava summa.,3 huonetta,00170,1 600 €/kk,78 m²,kerrostalo
1545,ei sallittu,1983,hyvä,"1240,00",Yksiö,04400,620 €/kk,"30,5 m²",kerrostalo
1546,ei sallittu,2017,hyvä,2kk,Kaksio,33900,775 €/kk,48 m²,kerrostalo
1547,ei sallittu,1972,hyvä,1kk:n vuokran suuruinen,Yksiö,90100,550 €/kk,34 m²,kerrostalo
1548,ei tiedossa,1972,hyvä,5600.00,5 +,01260,2 800 €/kk,360 m²,omakotitalo
1549,ei sallittu,1963,hyvä,2kk tai 1kk+henkilötakaus,Kaksio,28100,635 €/kk,"50,5 m²",kerrostalo
1550,ei sallittu,1963,tyydyttävä,1600 €,4 huonetta,33310,800 €/kk,87 m²,kerrostalo
1551,ei sallittu,1963,hyvä,556 €,Kaksio,90520,"556,41 €/kk",45 m²,kerrostalo
1552,ei sallittu,2004,hyvä,591 €,Kaksio,90520,"591,60 €/kk","57,5 m²",kerrostalo
1553,ei sallittu,2001,hyvä,591 €,5 +,96100,1 700 €/kk,172 m²,omakotitalo
1554,ei sallittu,2017,hyvä,1700,Kaksio,33100,850 €/kk,47 m²,kerrostalo
1555,ei sallittu,2015,hyvä,2*kk-vuokra,Kaksio,13100,850 €/kk,"57,5 m²",kerrostalo
1556,ei sallittu,2015,hyvä,2*kk-vuokra,Kaksio,13100,820 €/kk,"57,5 m²",kerrostalo
1557,ei sallittu,2015,hyvä,2*kk-vuokra,Kaksio,13100,795 €/kk,51 m²,kerrostalo
1558,ei sallittu,1997,hyvä,450 €,Yksiö,65200,450 €/kk,30 m²,kerrostalo
1559,ei sallittu,1997,hyvä,620 €,Kaksio,90100,"620,36 €/kk","60,5 m²",kerrostalo
1560,ei sallittu,2011,hyvä,570 €,Kaksio,90460,570 €/kk,45 m²,luhtitalo
1561,ei tiedossa,1960,tyydyttävä,290,Yksiö,78200,290 €/kk,30 m²,kerrostalo
1562,ei sallittu,1949,hyvä,1 kk,Yksiö,66400,360 €/kk,42 m²,kerrostalo
1563,ei tiedossa,1949,tyydyttävä,1 kk,Kaksio,74100,1 495 €/kk,48 m²,kerrostalo
1564,ei tiedossa,1976,tyydyttävä,1 kk,Kaksio,02760,1 386 €/kk,50 m²,kerrostalo
1565,ei tiedossa,1972,tyydyttävä,1 kk,3 huonetta,02230,2 083 €/kk,74 m²,kerrostalo
1566,ei tiedossa,2014,hyvä,1 kk,3 huonetta,02650,2 837 €/kk,70 m²,kerrostalo
1567,ei tiedossa,2014,tyydyttävä,1 kk,3 huonetta,45160,1 661 €/kk,77 m²,kerrostalo
1568,ei tiedossa,2014,hyvä,1 kk,Kaksio,33230,2 117 €/kk,45 m²,kerrostalo
1569,ei tiedossa,2014,tyydyttävä,1 kk,4 huonetta,90130,2 170 €/kk,0 m²,kerrostalo
1570,ei tiedossa,1954,hyvä,1 kk,Yksiö,00210,1 322 €/kk,20 m²,kerrostalo
1571,ei sallittu,1970,hyvä,1 kk,Kaksio,01200,870 €/kk,"53,5 m²",kerrostalo
1572,ei tiedossa,1973,tyydyttävä,1120 €,Kaksio,06400,560 €/kk,47 m²,kerrostalo
1573,ei tiedossa,2000,hyvä,"2190,00 ",5 +,00980,2 190 €/kk,148 m²,rivitalo
1574,ei sallittu,1991,hyvä,noin yhden kuukauden vuokra,3 huonetta,20740,632 €/kk,60 m²,kerrostalo
1575,ei sallittu,2001,hyvä,1580 €,Yksiö,00990,790 €/kk,34 m²,kerrostalo
1576,ei sallittu,2017,hyvä,1 kk vuokra,Yksiö,20720,663 €/kk,32 m²,kerrostalo
1577,ei sallittu,1954,hyvä,740€,Yksiö,33540,370 €/kk,7 m²,kerrostalo
1578,ei sallittu,1954,hyvä,740€,Yksiö,33540,370 €/kk,7 m²,kerrostalo
1579,ei sallittu,2007,hyvä,2kk vuokra,5 +,33480,1 380 €/kk,"232,9 m²",omakotitalo
1580,ei sallittu,1983,hyvä,2kk vuokra,Kaksio,01710,850 €/kk,52 m²,kerrostalo
1581,ei sallittu,1998,hyvä,250,Kaksio,95450,557 €/kk,50 m²,rivitalo
1582,ei sallittu,1998,hyvä,250,Kaksio,05810,705 €/kk,"51,5 m²",rivitalo
1583,ei sallittu,1997,ei luokiteltu,250,4 huonetta,40500,"864,57 €/kk",86 m²,kerrostalo
1584,ei sallittu,1991,ei luokiteltu,250,3 huonetta,40400,"814,84 €/kk",76 m²,rivitalo
1585,ei sallittu,1997,hyvä,250,Yksiö,05830,636 €/kk,45 m²,kerrostalo
1586,ei sallittu,1968,hyvä,1000 €,Kaksio,40740,580 €/kk,46 m²,kerrostalo
1587,ei tiedossa,2016,hyvä,1400.00,Kaksio,05800,700 €/kk,"44,5 m²",kerrostalo
1588,ei tiedossa,1972,tyydyttävä,720.00,Yksiö,28610,360 €/kk,30 m²,kerrostalo
1589,ei tiedossa,1962,tyydyttävä,1280.00,Kaksio,05830,640 €/kk,59 m²,kerrostalo
1590,ei sallittu,1974,hyvä,sopimuksen mukaan,4 huonetta,40100,950 €/kk,83 m²,kerrostalo
1591,ei sallittu,1974,hyvä,250,Kaksio,08100,709 €/kk,"58,5 m²",kerrostalo
1592,ei sallittu,1975,hyvä,250,3 huonetta,70340,738 €/kk,"70,5 m²",kerrostalo
1593,ei sallittu,2007,hyvä,250.00,Kaksio,15700,697 €/kk,"47,5 m²",kerrostalo
1594,ei sallittu,1996,ei luokiteltu,250.00,Kaksio,40800,"733,81 €/kk",60 m²,rivitalo
1595,ei sallittu,2017,hyvä,"455,00 e",Yksiö,90570,455 €/kk,"21,5 m²",kerrostalo
1596,ei sallittu,2017,hyvä,"455,00 e",Yksiö,90570,455 €/kk,"21,5 m²",kerrostalo
1597,ei sallittu,1970,hyvä,"586,12 e",Kaksio,70500,"586,12 €/kk",53 m²,kerrostalo
1598,ei sallittu,2018,ei luokiteltu,500.00,Yksiö,33960,500 €/kk,28 m²,kerrostalo
1599,ei sallittu,2018,ei luokiteltu,490.00,Yksiö,33960,490 €/kk,28 m²,kerrostalo
1600,ei sallittu,2018,ei luokiteltu,640.00,Kaksio,33960,640 €/kk,42 m²,kerrostalo
1601,ei sallittu,2018,ei luokiteltu,820.00,3 huonetta,33960,820 €/kk,60 m²,kerrostalo
1602,ei sallittu,2018,ei luokiteltu,490.00,Yksiö,33960,490 €/kk,28 m²,kerrostalo
1603,ei sallittu,2018,ei luokiteltu,690.00,Kaksio,33960,690 €/kk,47 m²,kerrostalo
1604,ei sallittu,2018,ei luokiteltu,660.00,Kaksio,33960,660 €/kk,44 m²,kerrostalo
1605,ei sallittu,2018,ei luokiteltu,520.00,Yksiö,33960,520 €/kk,"30,5 m²",kerrostalo
1606,ei sallittu,2018,ei luokiteltu,520.00,Yksiö,33960,520 €/kk,"30,5 m²",kerrostalo
1607,ei sallittu,2018,ei luokiteltu,820.00,3 huonetta,33960,820 €/kk,60 m²,kerrostalo
1608,ei sallittu,2018,ei luokiteltu,640.00,Kaksio,33960,640 €/kk,42 m²,kerrostalo
1609,ei sallittu,2018,ei luokiteltu,660.00,Kaksio,33960,660 €/kk,44 m²,kerrostalo
1610,ei sallittu,2018,ei luokiteltu,490.00,Yksiö,33960,490 €/kk,28 m²,kerrostalo
1611,ei sallittu,2018,ei luokiteltu,820.00,3 huonetta,33960,820 €/kk,60 m²,kerrostalo
1612,ei sallittu,2018,ei luokiteltu,660.00,Kaksio,33960,660 €/kk,44 m²,kerrostalo
1613,ei sallittu,2018,ei luokiteltu,640.00,Kaksio,33960,640 €/kk,42 m²,kerrostalo
1614,ei sallittu,2018,ei luokiteltu,690.00,Kaksio,33960,690 €/kk,47 m²,kerrostalo
1615,ei sallittu,2018,ei luokiteltu,520.00,Yksiö,33960,520 €/kk,"30,5 m²",kerrostalo
1616,ei sallittu,2018,ei luokiteltu,490.00,Yksiö,33960,490 €/kk,28 m²,kerrostalo
1617,ei tiedossa,2001,hyvä,1-2kk,3 huonetta,44800,700 €/kk,150 m²,omakotitalo
1618,ei tiedossa,2011,hyvä,647.36,Kaksio,33950,"647,36 €/kk","46,5 m²",kerrostalo
1619,ei tiedossa,1984,hyvä,300.00,Yksiö,31130,300 €/kk,37 m²,rivitalo
1620,ei tiedossa,1968,hyvä,1380.00,Kaksio,05800,690 €/kk,"49,5 m²",kerrostalo
1621,ei tiedossa,1984,hyvä,490.00,Kaksio,76120,490 €/kk,52 m²,kerrostalo
1622,ei tiedossa,2004,hyvä,1600.00,Kaksio,05800,800 €/kk,63 m²,kerrostalo
1623,ei tiedossa,1976,hyvä,.00,Kaksio,58500,415 €/kk,50 m²,kerrostalo
1624,ei tiedossa,1992,hyvä,450.00,Yksiö,30420,450 €/kk,40 m²,kerrostalo
1625,ei sallittu,2013,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,Kaksio,60100,590 €/kk,"37,5 m²",kerrostalo
1626,ei sallittu,1926,hyvä,5800,5 +,00100,2 600 €/kk,144 m²,kerrostalo
1627,ei sallittu,1993,hyvä,895 €,3 huonetta,13500,895 €/kk,70 m²,kerrostalo
1628,ei sallittu,1993,hyvä,605 €,Kaksio,90100,"605,27 €/kk","58,5 m²",kerrostalo
1629,ei tiedossa,2003,hyvä,995,Kaksio,00350,995 €/kk,48 m²,kerrostalo
1630,ei tiedossa,1970,hyvä,590.00,Kaksio,55100,590 €/kk,"52,5 m²",paritalo
1631,ei tiedossa,2011,hyvä,820.00,3 huonetta,95400,820 €/kk,74 m²,kerrostalo
1632,ei tiedossa,2017,hyvä,730.00,Kaksio,96100,730 €/kk,49 m²,kerrostalo
1633,ei tiedossa,1970,tyydyttävä,425.00,Yksiö,55100,425 €/kk,32 m²,kerrostalo
1634,ei tiedossa,1964,hyvä,1080.00,Kaksio,57510,540 €/kk,47 m²,kerrostalo
1635,ei tiedossa,1957,tyydyttävä,570.00,Yksiö,30100,285 €/kk,"25,5 m²",kerrostalo
1636,ei tiedossa,1986,hyvä,582.00,3 huonetta,16200,582 €/kk,"79,5 m²",paritalo
1637,ei tiedossa,1985,tyydyttävä,1580.00,Kaksio,02650,790 €/kk,"51,5 m²",kerrostalo
1638,ei sallittu,1998,hyvä,1kk:n vuokran suuruinen,3 huonetta,90820,700 €/kk,72 m²,rivitalo
1639,ei tiedossa,1963,ei luokiteltu,1260.00e,Kaksio,21500,630 €/kk,77 m²,kerrostalo
1640,ei sallittu,1963,hyvä,0,Yksiö,74130,422 €/kk,"33,5 m²",rivitalo
1641,ei sallittu,1963,hyvä,0,Kaksio,03620,"615,80 €/kk",62 m²,kerrostalo
1642,ei sallittu,1997,hyvä,0,Kaksio,90900,585 €/kk,"50,5 m²",kerrostalo
1643,ei tiedossa,1986,hyvä,700,3 huonetta,33340,"732,61 €/kk","70,5 m²",kerrostalo
1644,ei sallittu,1996,hyvä,700,Kaksio,21530,"680,41 €/kk",68 m²,rivitalo
1645,ei sallittu,1996,hyvä,700,4 huonetta,21530,"736,25 €/kk",92 m²,kerrostalo
1646,ei sallittu,1998,ei luokiteltu,"700,00 €",3 huonetta,90800,"786,50 €/kk","71,5 m²",luhtitalo
1647,ei sallittu,2002,ei luokiteltu,3 kk,Kaksio,02940,850 €/kk,58 m²,luhtitalo
1648,ei sallittu,1927,tyydyttävä,2 kk: n vuokra,Yksiö,33240,570 €/kk,31 m²,kerrostalo
1649,ei sallittu,1996,hyvä,2 kk vuokraa vastaava summa,3 huonetta,00180,"1666,96 €/kk","78,5 m²",kerrostalo
1650,ei sallittu,2018,hyvä,1 kk pankkitalletus + 2 kk hlötakaus,Kaksio,60200,620 €/kk,"44,5 m²",kerrostalo
1651,ei sallittu,1978,hyvä,1kk,3 huonetta,02130,1 132 €/kk,"56,5 m²",kerrostalo
1652,ei tiedossa,1984,hyvä,1400 ,Kaksio,48100,700 €/kk,"56,5 m²",kerrostalo
1653,ei tiedossa,2006,hyvä,2380.00,3 huonetta,02320,1 190 €/kk,"72,5 m²",kerrostalo
1654,ei tiedossa,1982,hyvä,1800.00,Kaksio,01300,900 €/kk,"60,5 m²",kerrostalo
1655,ei tiedossa,2012,hyvä,1550.00,Yksiö,06100,775 €/kk,43 m²,kerrostalo
1656,ei tiedossa,2007,hyvä,1680.00,Kaksio,02320,840 €/kk,"44,5 m²",kerrostalo
1657,ei sallittu,1959,hyvä,680,3 huonetta,28130,680 €/kk,58 m²,kerrostalo
1658,ei sallittu,1962,hyvä,730.00,3 huonetta,91900,730 €/kk,73 m²,rivitalo
1659,ei sallittu,1962,hyvä,605 €,Kaksio,90100,"605,27 €/kk","58,5 m²",kerrostalo
1660,ei sallittu,1945,tyydyttävä,1780 €,3 huonetta,06100,890 €/kk,75 m²,omakotitalo
1661,ei sallittu,1984,hyvä,"500,00 €",3 huonetta,15210,"819,53 €/kk",72 m²,kerrostalo
1662,ei sallittu,1984,ei luokiteltu,"455,00 e",Yksiö,15170,455 €/kk,"31,5 m²",kerrostalo
1663,ei sallittu,1978,hyvä,"470,00 e",Yksiö,40340,470 €/kk,33 m²,kerrostalo
1664,ei sallittu,1951,hyvä,"1900,00",4 huonetta,15270,950 €/kk,172 m²,omakotitalo
1665,ei sallittu,2016,hyvä,1kk tai 350 € väh. vuoden sopimus,3 huonetta,04410,960 €/kk,63 m²,kerrostalo
1666,ei sallittu,2014,hyvä,1 kk tai 350e (väh. 1v./sop.sakko),Kaksio,20300,675 €/kk,44 m²,kerrostalo
1667,ei sallittu,1913,hyvä,2 kk:n vuokra,Kaksio,00100,1 400 €/kk,"50,5 m²",kerrostalo
1668,ei sallittu,1998,hyvä,"665,00",Yksiö,20810,665 €/kk,45 m²,kerrostalo
1669,ei sallittu,1998,hyvä,"910,00",3 huonetta,20810,910 €/kk,73 m²,kerrostalo
1670,ei sallittu,1920,hyvä,1200,Kaksio,20810,600 €/kk,55 m²,puutalo-osake
1671,ei sallittu,1973,hyvä,2kk,Yksiö,11130,450 €/kk,30 m²,kerrostalo
1672,ei tiedossa,1978,hyvä,690.00,3 huonetta,65370,690 €/kk,"76,5 m²",kerrostalo
1673,ei tiedossa,1958,tyydyttävä,570.00,Yksiö,30100,285 €/kk,25 m²,kerrostalo
1674,ei tiedossa,1987,tyydyttävä,1040.00,Kaksio,20460,520 €/kk,42 m²,kerrostalo
1675,ei tiedossa,1993,hyvä,2500.00,3 huonetta,02660,1 250 €/kk,63 m²,paritalo
1676,ei tiedossa,1981,hyvä,4780.00,5 +,00930,2 390 €/kk,316 m²,omakotitalo
1677,ei tiedossa,1963,hyvä,2380.00,3 huonetta,02200,1 190 €/kk,"71,5 m²",kerrostalo
1678,ei tiedossa,1945,tyydyttävä,2120.00,4 huonetta,33230,1 060 €/kk,102 m²,kerrostalo
1679,ei sallittu,2007,hyvä,2kk,Kaksio,28660,695 €/kk,56 m²,rivitalo
1680,ei sallittu,2007,hyvä,1240.00,3 huonetta,28400,620 €/kk,74 m²,kerrostalo
1681,ei sallittu,2007,ei luokiteltu,395.00,Yksiö,67100,395 €/kk,35 m²,kerrostalo
1682,ei sallittu,2007,hyvä,790 €,3 huonetta,07900,790 €/kk,73 m²,kerrostalo
1683,ei sallittu,1977,hyvä,1 kk:n vuokraa vastaava,3 huonetta,00520,1 080 €/kk,35 m²,kerrostalo
1684,ei tiedossa,1968,hyvä,"700,00",4 huonetta,20320,"976,03 €/kk",87 m²,kerrostalo
1685,ei sallittu,1968,hyvä,0,Kaksio,02760,769 €/kk,"47,5 m²",kerrostalo
1686,ei tiedossa,2014,hyvä,2kk vuokra,Kaksio,40100,900 €/kk,59 m²,kerrostalo
1687,ei sallittu,1984,tyydyttävä,650 €,Yksiö,70100,650 €/kk,35 m²,kerrostalo
1688,ei sallittu,2005,hyvä,3900 €,3 huonetta,20810,1 950 €/kk,128 m²,kerrostalo
1689,ei sallittu,1978,hyvä,1 kk pankkitalletus + 2 kk hlötakaus,Kaksio,60220,550 €/kk,52 m²,luhtitalo
1690,ei sallittu,1951,ei luokiteltu,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,4 huonetta,61330,660 €/kk,100 m²,omakotitalo
1691,ei sallittu,2017,hyvä,"600,00 e +laaja kotivakuutus",Yksiö,80100,600 €/kk,24 m²,kerrostalo
1692,ei sallittu,2017,hyvä,"620,00 e +laaja kotivakauutus",Yksiö,80100,620 €/kk,26 m²,kerrostalo
1693,ei sallittu,1965,hyvä,250 €,Kaksio,01370,893 €/kk,53 m²,kerrostalo
1694,ei sallittu,1973,hyvä,250 €,Kaksio,01200,920 €/kk,61 m²,kerrostalo
1695,ei sallittu,2017,ei luokiteltu,495.00,Yksiö,13100,495 €/kk,25 m²,kerrostalo
1696,ei sallittu,1976,tyydyttävä,670 e (1 kk),3 huonetta,48600,670 €/kk,67 m²,kerrostalo
1697,ei sallittu,1998,hyvä,"945,00",3 huonetta,20810,945 €/kk,71 m²,kerrostalo
1698,ei sallittu,1998,hyvä,590 €,Yksiö,70500,590 €/kk,43 m²,kerrostalo
1699,ei sallittu,2017,hyvä,1 kk pankkitalletus + 2 kk hlötakaus,Kaksio,60100,695 €/kk,54 m²,kerrostalo
1700,ei sallittu,1975,tyydyttävä,1300,Kaksio,70460,650 €/kk,50 m²,kerrostalo
1701,ei tiedossa,1957,hyvä,1700.00,3 huonetta,15140,850 €/kk,74 m²,kerrostalo
1702,ei tiedossa,1989,hyvä,1520.00,Kaksio,02770,760 €/kk,"51,5 m²",kerrostalo
1703,ei sallittu,1989,hyvä,0.00,Kaksio,65100,690 €/kk,"65,5 m²",kerrostalo
1704,ei tiedossa,1989,ei luokiteltu,740.00,4 huonetta,40820,740 €/kk,"87,5 m²",kerrostalo
1705,ei sallittu,1989,hyvä,1kk:n vuokran suuruinen,Yksiö,90230,505 €/kk,37 m²,luhtitalo
1706,ei sallittu,2016,hyvä,1kk:n vuokran suuruinen,Yksiö,04410,610 €/kk,28 m²,luhtitalo
1707,ei sallittu,2014,hyvä,750 €,3 huonetta,38200,750 €/kk,66 m²,kerrostalo
1708,ei tiedossa,2015,ei luokiteltu,1310.00e,Yksiö,20520,655 €/kk,"36,5 m²",kerrostalo
1709,ei sallittu,2007,hyvä,noin yhden kuukauden vuokra,Kaksio,33720,"630,12 €/kk",45 m²,kerrostalo
1710,ei sallittu,1995,hyvä,844.19,3 huonetta,33330,"844,19 €/kk","71,5 m²",kerrostalo
1711,ei sallittu,1958,hyvä,844.19,3 huonetta,02100,1 166 €/kk,65 m²,kerrostalo
1712,ei tiedossa,1968,hyvä,2kk,4 huonetta,57210,1 100 €/kk,100 m²,rivitalo
1713,ei sallittu,1989,hyvä,800 €,4 huonetta,95410,800 €/kk,94 m²,rivitalo
1714,ei sallittu,2017,hyvä,898,Kaksio,02210,898 €/kk,42 m²,kerrostalo
1715,ei tiedossa,1967,tyydyttävä,2kk vuokraa vastaava summa,Kaksio,28100,650 €/kk,52 m²,kerrostalo
1716,ei sallittu,1969,hyvä,250 €,3 huonetta,01300,942 €/kk,"70,5 m²",kerrostalo
1717,ei sallittu,1973,hyvä,250 €,Kaksio,02320,925 €/kk,62 m²,kerrostalo
1718,ei sallittu,1992,hyvä,250 €,Yksiö,01300,845 €/kk,40 m²,kerrostalo
1719,ei sallittu,1973,hyvä,250 €,3 huonetta,02320,1 104 €/kk,82 m²,kerrostalo
1720,ei sallittu,1992,hyvä,250 €,Kaksio,01300,866 €/kk,50 m²,kerrostalo
1721,ei sallittu,1992,hyvä,250 €,Yksiö,01300,838 €/kk,40 m²,kerrostalo
1722,ei sallittu,1971,hyvä,250 €,Kaksio,02360,935 €/kk,62 m²,kerrostalo
1723,ei sallittu,1973,hyvä,2 kk:n vuokra,3 huonetta,01600,1 070 €/kk,"68,5 m²",kerrostalo
1724,ei sallittu,2001,ei luokiteltu,"1.100,00 e",4 huonetta,15610,1 100 €/kk,90 m²,rivitalo
1725,ei sallittu,2013,hyvä,2 kk vuokraa vastaava summa,3 huonetta,00880,"1308,82 €/kk",74 m²,kerrostalo
1726,ei sallittu,2017,hyvä,893,Kaksio,02210,893 €/kk,42 m²,kerrostalo
1727,ei tiedossa,1998,hyvä,895,3 huonetta,53130,895 €/kk,73 m²,kerrostalo
1728,ei sallittu,2017,hyvä,903,Kaksio,02210,903 €/kk,42 m²,kerrostalo
1729,ei sallittu,1967,hyvä,"1120 €, 2 kk vuokraa vastaava summa.",Kaksio,40320,560 €/kk,39 m²,kerrostalo
1730,ei sallittu,1952,hyvä,1900 €,Kaksio,00200,950 €/kk,52 m²,kerrostalo
1731,ei sallittu,1959,hyvä,1900 €,3 huonetta,00400,1 150 €/kk,64 m²,kerrostalo
1732,ei tiedossa,1954,hyvä,1150,Yksiö,28120,575 €/kk,"35,5 m²",kerrostalo
1733,sallittu,1995,tyydyttävä,0.00,4 huonetta,00970,"1386,99 €/kk",99 m²,kerrostalo
1734,ei sallittu,1967,hyvä,"304,85",Yksiö,16900,"304,85 €/kk",31 m²,kerrostalo
1735,ei sallittu,2011,hyvä,250 €,3 huonetta,01530,1 181 €/kk,70 m²,kerrostalo
1736,ei sallittu,1978,hyvä,250 €,3 huonetta,04300,898 €/kk,"74,5 m²",kerrostalo
1737,ei sallittu,2011,hyvä,250 €,Kaksio,01530,946 €/kk,48 m²,kerrostalo
1738,ei sallittu,2011,hyvä,250 €,Kaksio,01530,982 €/kk,"51,5 m²",kerrostalo
1739,ei sallittu,2011,hyvä,250 €,Kaksio,01530,956 €/kk,57 m²,kerrostalo
1740,ei sallittu,1996,hyvä,250 €,Kaksio,01510,889 €/kk,54 m²,kerrostalo
1741,ei sallittu,1972,hyvä,250 €,Kaksio,02700,1 188 €/kk,58 m²,kerrostalo
1742,ei sallittu,1987,hyvä,"593,40",3 huonetta,14700,"593,40 €/kk",71 m²,rivitalo
1743,ei sallittu,2014,hyvä,875 €,4 huonetta,36200,875 €/kk,86 m²,rivitalo
1744,ei sallittu,1910,ei luokiteltu,608.00,Yksiö,90100,608 €/kk,"41,5 m²",kerrostalo
1745,ei sallittu,2007,hyvä,2 kk:n vuokra,Kaksio,01450,780 €/kk,46 m²,kerrostalo
1746,ei sallittu,1965,hyvä,2kk rahavakuus,Yksiö,33530,460 €/kk,"26,5 m²",kerrostalo
1747,ei sallittu,1978,hyvä,2 kk:n vuokra,Kaksio,00750,850 €/kk,60 m²,kerrostalo
1748,ei sallittu,1992,hyvä,0,Kaksio,15100,750 €/kk,"59,5 m²",kerrostalo
1749,ei sallittu,2016,hyvä,"1598,00 €",3 huonetta,15210,799 €/kk,68 m²,kerrostalo
1750,ei sallittu,1962,ei luokiteltu,"1190,00 €",Kaksio,15140,595 €/kk,"52,5 m²",kerrostalo
1751,ei sallittu,1984,hyvä,1080,Kaksio,61300,540 €/kk,60 m²,rivitalo
1752,ei sallittu,1998,hyvä,noin yhden kuukauden vuokra,Kaksio,20360,630 €/kk,"62,5 m²",luhtitalo
1753,ei tiedossa,1958,hyvä,1300.00,Kaksio,20720,650 €/kk,45 m²,kerrostalo
1754,ei tiedossa,1972,hyvä,310.00,Yksiö,30300,310 €/kk,30 m²,kerrostalo
1755,ei tiedossa,1966,hyvä,1300.00,Kaksio,57100,650 €/kk,53 m²,luhtitalo
1756,ei sallittu,2017,hyvä,1200 €,Yksiö,33540,600 €/kk,"32,5 m²",kerrostalo
1757,ei tiedossa,1987,hyvä,1794.00,Yksiö,00930,897 €/kk,"49,5 m²",kerrostalo
1758,ei tiedossa,2015,hyvä,2500.00,3 huonetta,00790,1 250 €/kk,66 m²,kerrostalo
1759,ei tiedossa,2007,hyvä,2500.00,5 +,02180,1 950 €/kk,133 m²,paritalo
1760,ei tiedossa,1984,hyvä,1580.00,Kaksio,04410,790 €/kk,"57,5 m²",kerrostalo
1761,ei sallittu,2015,hyvä,1180.00,Yksiö,20300,590 €/kk,28 m²,kerrostalo
1762,ei sallittu,1973,ei luokiteltu,1000.00,Yksiö,20720,500 €/kk,30 m²,kerrostalo
1763,ei sallittu,1968,tyydyttävä,720.00,Yksiö,15860,360 €/kk,31 m²,kerrostalo
1764,ei sallittu,1985,hyvä,960.00,Yksiö,28100,480 €/kk,29 m²,kerrostalo
1765,ei sallittu,1981,hyvä,650.00,3 huonetta,67800,650 €/kk,78 m²,kerrostalo
1766,ei tiedossa,1974,ei luokiteltu,930.00e,Kaksio,21110,465 €/kk,42 m²,kerrostalo
1767,ei sallittu,1972,hyvä,930.00e,3 huonetta,01600,1 119 €/kk,71 m²,kerrostalo
1768,ei sallittu,2017,hyvä,921,Kaksio,02210,921 €/kk,45 m²,kerrostalo
1769,ei tiedossa,1976,ei luokiteltu,921,Kaksio,00750,810 €/kk,52 m²,kerrostalo
1770,ei sallittu,2017,hyvä,898,Kaksio,02210,898 €/kk,42 m²,kerrostalo
1771,ei sallittu,2017,välttävä,"600,00 e",Kaksio,90590,600 €/kk,40 m²,kerrostalo
1772,ei sallittu,1900,tyydyttävä,"570,00 e",Yksiö,33200,285 €/kk,8 m²,kerrostalo
1773,ei sallittu,1964,hyvä,"570,00 e",Kaksio,00370,940 €/kk,50 m²,kerrostalo
