POSTI_ALUE,NIMI,KUNTA
32810,Peipohja,271
32830,Riste,271
32860,Korkeaoja,271
32910,Kauvatsa Asemanseutu,271
32920,Kauvatsa,271
33100,Tampere Keskus,837
33180,Lapinniemi-Käpylä,837
33200,Tampere Keskus Läntinen,837
33210,Itä-Amuri-Tammerkoski,837
33230,Länsi-Amuri,837
33240,Tahmela,837
33250,Pispala,837
33270,Epilä,837
33300,Rahola,837
33310,Tesoma,837
33330,Myllypuro-Kalkku,837
33340,Haukiluoma-Ikuri,837
33380,Pitkäniemi,536
33400,Luoteis-Tampere,837
33410,Lentävänniemi,837
33420,Lamminpää,837
33430,Vuorentausta,980
33450,Siivikkala,980
33470,Ylöjärvi Keskus,980
33480,Manninmäki-Haavisto,980
33500,Osmonmäki-Petsamo,837
33520,Keskussairaala-alue-Kauppi,837
33530,Kissanmaa,837
33540,Kaleva,837
33560,Takahuhti,837
33580,Atala-Linnainmaa,837
33610,Olkahinen-Tasanne,837
33680,Aitolahti,837
33700,Messukylä,837
33710,Kaukajärvi,837
33720,Hervanta,837
33730,Leinola-Vehmainen,837
33800,Nekala,837
33820,Koivistonkylä,837
33840,Peltolammi,837
33850,Multisilta,604
33870,Vuores,418
33880,Höytämö,418
33900,Härmälä-Rantaperkiö,837
33920,Toivio,604
33950,Killo,604
33960,Suuppa,604
33980,Pirkkala kk,604
34110,Lakiala,980
34130,Ylinen,980
34140,Mutala,980
34150,Kyrönlahti,980
34180,Länsi-Teisko,980
34240,Kämmenteisko,837
34260,Terälahti,837
34270,Velaatta,837
34300,Kuru Keskus,980
34320,Parkkuu,980
34330,Poikelus,980
34410,Murole,702
34420,Muroleen Kanava,702
34430,Kekkonen,702
34450,Jäminkipohja,702
34510,Luode,980
34530,Länsi-Aure,980
34550,Itä-Aure,980
34600,Ruovesi Keskus-Nenonen,702
34640,Mustajärvi,702
34710,Vaskivesi,936
34730,Vaskuu,936
34740,Koro,936
34770,Kurjenkylä,936
34800,Virrat Keskus,936
34870,Visuvesi,702
34910,Äijänneva,936
34930,Liedenpohja,936
34950,Ohtola,936
34970,Toisvesi,936
34980,Killinkoski,936
35100,Orivesi Asemanseutu,562
35220,Eräjärvi,562
35240,Ristakallio,562
35260,Leväslahti,562
35270,Västilä,562
35300,Orivesi Keskus,562
35320,Hirsilä,562
35400,Länkipohja,182
35420,Talviainen,562
35480,Längelmäki,562
35500,Korkeakoski,177
35520,Pirttikangas,177
35530,Lyly,177
35540,Juupajoki,177
35550,Salokunta,177
35600,Halli,182
35610,Pihlaisto,182
35630,Suinula-Valkamanperä,182
35700,Vilppula Keskus,508
35740,Ylä-Vääri,702
35750,Väärinmaja,702
35800,Mänttä,508
35820,Asemakulma-Mustalahti,182
35990,Kolho,508
36100,Kangasala Asemanseutu,211
36110,Ruutana,211
36120,Suinula-Haviseva,211
36200,Kangasala Keskus,211
36220,Suorama,211
36240,Nattari,211
36270,Huutijärvi,211
36280,Pikonlinna,211
36340,Tohkala,211
36420,Sahalahti Keskus,211
36430,Pakkala,211
36450,Salmentaka,635
36520,Raikku,211
36570,Kaivanto,211
36600,Pälkäne Keskus,635
36640,Iltasmäki,635
36660,Laitikkala,635
36720,Aitoo,635
36760,Luopioinen Keskus,635
36810,Kuhmalahti Keskus,211
36840,Kuhmajärvi,211
36880,Vehkajärvi,211
36910,Rautajärvi,635
36930,Kyynärö,635
37100,Nokia Keskus,536
37120,Koskenmäki,536
37130,Alhoniitty,536
37140,Harjuniitty,536
37150,Kankaantaka,536
37180,Sarkola,536
37200,Siuro,536
37210,Kulovesi,536
37240,Linnavuori,536
37310,Tottijärvi,536
37350,Rämsöö,922
37370,Narva,922
37380,Krääkkiö,922
37420,Valkkinen,922
37470,Vesilahti Keskus,922
37500,Lempäälä Keskus,418
37530,Säijä,418
37550,Kuivaspää,418
37560,Kulju,418
37570,Koivuniemi,418
37600,Valkeakoski Keskus,908
37630,Vääräkoivu,908
37700,Sääksmäki,908
37720,Ritvala,908
37740,Haukila,908
37770,Tarttila,908
37800,Toijala keskus,20
37830,Viiala Keskus,20
37850,Metsäkansa,908
37860,Kärjenniemi,908
37900,Kylmäkoski Asemanseutu,20
37910,Kylmäkoski Keskus,20
37960,Sotkia,20
38100,Karkku,790
38120,Kutala,790
38130,Ellivuori,790
38140,Kärppälä,790
38200,Vammala Keskus,790
38210,Vammala Asemanseutu,790
38220,Stormi,790
38250,Roismala,790
38270,Sammaljoki,790
38280,Illo,790
38300,Kiikka,790
38360,Kiikoinen,790
38420,Häijää,790
38460,Mouhijärvi Keskus,790
38470,Hyynilä,790
38490,Haukijärvi,108
38510,Suodenniemi,790
38600,Lavia Keskus,609
38650,Yli-Putto,609
38670,Kalliala-Haunia,609
38680,Tuunajärvi,608
38700,Kankaanpää Keskus,214
38710,Myllymäki,214
38720,Vihteljärvi,214
38740,Hapuoja,214
38750,Veneskoski,214
38760,Venesjärvi,214
38770,Lohikko,214
38800,Jämijärvi Keskus,181
38840,Niinisalo,214
38860,Suurimaa,181
38910,Ala-Honkajoki,214
38920,Vatajankoski,99
38950,Honkajoki Keskus,99
38970,Lauhala,99
39100,Hämeenkyrö Keskus,108
39110,Simuna,108
39130,Sasi,108
39150,Pinsiö,108
39160,Julkujärvi,980
39170,Jumesniemi,108
39180,Herttuala,108
39195,Kaipio,108
39200,Kyröskoski,108
39230,Osara,108
39290,Vesajärvi,108
39310,Viljakkala Keskus,980
39340,Karhe,980
39360,Komi,980
39380,Lavajärvi,108
39410,Luhalahti,143
39430,Röyhiö,143
39450,Sisättö,143
39500,Ikaalinen Keskus,143
39530,Kilvakkala,143
39580,Riitiala,143
39590,Tevaniemi,143
39610,Kovelahti,143
39620,Kovesjoki,581
39660,Lapinneva,581
39700,Parkano Keskus,581
39750,Vatajanjärvi,581
39770,Aureskoski,581
39780,Alaskylä,581
39810,Linnankylä,250
39820,Kihniö Keskus,250
39880,Kihniö Asemanseutu,250
39920,Suomijärvi,230
39930,Karvia Keskus,230
39940,Kantti,230
39960,Sarvela,230
39965,Karviankylä,230
39980,Sara,230
39990,Alkkia,230
40100,Jyväskylä Keskus,179
40200,Mannila-Taulumäki,179
40250,Ritoniemi-Lohikoski,179
40270,Pappilanrinne-Pappilanvuori,179
40320,Seppälän Teollisuusalue,179
40340,Huhtasuo,179
40400,Halssila,179
40420,Jyskä,179
40500,Keljo-Ristonmaa,179
40520,Kuokkala-Ristikivi,179
40530,Keljonkangas,179
40600,Mattilanpelto,179
40620,Keskussairaala-alue-Kukkumäki,179
40630,Kypärämäki,179
40640,Keltinmäki,179
40660,Länsi-Palokka,179
40700,Mäki-Matti,179
40720,Nisula,179
40740,Kortepohja,179
40800,Vaajakoski,179
40820,Vuoritsalo,179
40900,Säynätsalo,179
40930,Kinkomaa,500
40950,Muurame Keskus,500
41120,Puuppola,179
41140,Kuikka,179
41160,Tikkakoski,179
41180,Vehniä,410
41210,Jokihaara,892
41220,Höytiä,892
41230,Uurainen Keskus,892
41240,Kyynämöinen,892
41260,Hoikankylä,729
41270,Lannevesi,729
41290,Kangashäkki,892
41310,Leppävesi,410
41325,Laukkavirta,410
41330,Vihtavuori,410
41340,Laukaa Keskus,410
41350,Laukaa Asemanseutu,410
41360,Valkola,410
41370,Kuusa,410
41390,Äijälä,410
41400,Lievestuore,410
41410,Kankainen,850
41440,Ruuhimäki,850
41450,Leppälahti,179
41490,Niemisjärvi,77
41500,Hankasalmi Asemanseutu,77
41520,Hankasalmi Keskus,77
41530,Veneranta,77
41540,Ristimäki,77
41550,Hannula,77
41560,Säkinmäki,77
41580,Sauvamäki,77
41630,Oravasaari,179
41660,Toivakka Keskus,850
41710,Rutalahti-Kivisuo,179
41730,Kivisuo,172
41750,Havumäki,172
41770,Leivonmäki,172
41800,Korpilahti Keskus,179
41820,Saakoski,179
41840,Moksi,179
41860,Rannila,179
41870,Putkilahti,179
41880,Oittila,179
41900,Petäjävesi Keskus,592
41920,Kintaus,592
41925,Ylä-Kintaus,592
41930,Kuohu,179
41940,Vesanka,179
41970,Huttula,249
41980,Kuivasmäki,592
42100,Jämsä Keskus,182
42140,Juokslahti,182
42220,Kaipola,182
42300,Jämsänkoski Keskus,182
42330,Haavisto,182
42440,Koskenpää,182
42520,Asunta,249
42560,Pohjoisjärvi,249
42600,Multia Keskus-Väätäiskylä,495
42660,Sahrajärvi,495
42700,Keuruu Keskus,249
42720,Valkealahti,249
42800,Haapamäki,249
42820,Riiho,249
42830,Ylä-Kolkki,508
42840,Kolkki,508
42850,Pohjaslahti,508
42870,Kotala,936
42910,Pihlajavesi,249
42930,Katajamäki,249
43100,Saarijärvi Keskus,729
43130,Tarvaala,729
43170,Häkkilä,729
43220,Mahlu,729
43240,Lehtola,729
43250,Kolkanlahti,729
43270,Kalmari,729
43300,Kannonkoski Keskus,216
43340,Kannonjärvi,216
43390,Lokakylä,265
43420,Kukko,729
43430,Väätäiskylä,495
43440,Pylkönmäki Keskus,729
43480,Pääjärvi,729
43490,Kangasaho,226
43500,Karstula Keskus,226
43520,Kiminki,226
43540,Rantakylä-Pirttilahti,226
43560,Vahanka,226
43610,Aho,226
43640,Humppi,226
43660,Vastinki,226
43700,Kyyjärvi Keskus,312
43720,Kumpulainen,312
43800,Kivijärvi Keskus-Sompala,265
43840,Sompala,265
43900,Kinnula Keskus,256
43940,Muhola-Saarensalmi,256
43960,Saarensalmi,256
44100,Äänekoski Keskus,992
44120,Mämmensalmi-Mustaniemi,992
44150,Likolahti-Karhunlähde,992
44160,Huutomäki,992
44170,Hietama,992
44190,Parantala,992
44200,Suolahti Keskus,992
44220,Sörkänmäki,992
44250,Äänekoivisto,992
44260,Vihijärvi,992
44280,Sumiainen Keskus,992
44300,Konnevesi Keskus,275
44320,Sirkkamäki,275
44330,Hytölä,275
44350,Istunmäki,275
44370,Mäntymäki,275
44400,Konginkangas Keskus,992
44420,Liimattala,992
44440,Räihä,992
44460,Kalaniemi,992
44480,Niinilahti,931
44500,Viitasaari Keskus,931
44530,Ilmolahti,931
44580,Huopanankoski,931
44590,Vuorilahti,931
44610,Kärnä,931
44630,Kumpumäki,931
44640,Kymönkoski,931
44670,Suovanlahti,931
44680,Lahnanen,931
44730,Löytänä,931
44740,Keitelepohja-Kotvala,931
44760,Keihärinkoski,931
44770,Valkeisjärvi,931
44790,Kotvala,931
44800,Pihtipudas Keskus,601
44860,Alvajärvi,601
44880,Muurasjärvi,601
44910,Elämäjärvi,601
44920,Peninki,601
44950,Kärväsjärvi,601
44970,Korppinen,601
45100,Kouvola Keskus,286
45120,Kotkankallio-Vahteranmäki,286
45130,Korjala-Kaunisnurmi,286
45150,Kankaronmäki-Eskolanmäki,286
45160,Lehtomäki,286
45200,Tornionmäki,286
45330,Harju,286
45360,Kukkuramäki,286
45370,Valkeala kk,286
45410,Utti,286
45460,Savero,286
45610,Koria,286
45700,Kuusankoski Keskus,286
45720,Kotiharju-Ruhjonmäki,286
45740,Maunuksela,142
45750,Kuusankosken Sairaala-alue,286
45810,Pilkanmaa,286
45910,Voikkaa,286
45940,Oravala,286
46110,Tuohikotti,286
46140,Vekaranjärvi,286
46230,Aro,286
46400,Kaipiainen,286
46430,Tirva-Inkerilä,286
46450,Enäjärvi,286
46530,Kannuskoski,441
46570,Saaramaa,286
46710,Sippola,286
46730,Ruotila,286
46750,Liikkala,286
46800,Myllykoski,286
46810,Ummeljoki,286
46860,Anjalankoski Keskus,286
46900,Inkeroinen,286
46910,Anjala,286
46930,Huruksela,285
46950,Ahvio,286
46960,Muhniemi,286
47110,Löytty,286
47150,Raussila,286
47200,Elimäki kk,286
47260,Ratula,286
47310,Haapa-Kimola,142
47350,Kimonkylä,407
47400,Kausala,142
47440,Sääskjärvi,142
47450,Erottaja,142
47460,Hiisiö,142
47490,Mankala-Hiisiö,142
47520,Iitti kk,142
47540,Löyttilä,142
47610,Kymentaka,142
47650,Kimola,286
47710,Jaala kk,286
47760,Huhdasjärvi,286
47810,Selänpää,286
47830,Hasula,286
47850,Verla,286
47900,Vuohijärvi,286
47910,Hillosensalmi,286
,,
,,
,,
,,
,,
,,
48100,Kotkansaari,285
48130,Katariina,285
48200,Hovinsaari,285
48210,Toukolan Sairaala-Alue,285
48220,Metsola,285
48230,Korela-Jylppy,285
48300,Ruonala,285
,,
,,
48310,Mussalo,285
48350,Karhuvuori,285
48400,Sutela,285
48410,Kaukola,285
48600,Karhula,285
48700,Kyminlinna,285
48710,Koivula,285
48720,Kymi,285
48750,Nikeli,285
48770,Ristinkallio,285
48800,Otsola-Mäntykangas,285
48810,Rantahaka,285
48900,Sunila,285
48910,Suulisniemi,285
48930,Tiutinen,285
,,
49200,Heinlahti,624
49210,Huutjärvi,624
,,
,,
,,
,,
49220,Siltakylä,624
,,
49240,Purolanlahti,624
49270,Pyhtää kk,624
49290,Vastila,624
49300,Tavastila,285
49340,Juurikorpi,285
,,
,,
,,
,,
,,
49400,Hamina Keskus,75
49410,Poitsila,75
49420,Uusi-Summa,75
49460,Hillo,75
49480,Vanha-Summa,75
,,
49490,Neuvoton,75
49510,Husula,75
49520,Reitkalli,75
49540,Metsäkylä,75
49570,Kannusjärvi,75
49610,Sivatti,75
49630,Vehkajoki,75
49640,Paijärvi,75
49660,Pyhältö,75
49700,Miehikkälä Kirkonkylä,489
49720,Hurttala,489
49730,Muurikkala,489
49750,Kalliokoski,489
49760,Suur-Miehikkälä,489
49770,Salo-Miehikkälä,489
49780,Onkamaa,75
,,
,,
,,
49840,Mäntlahti,75
,,
,,
49860,Klamila,935
,,
,,
,,
,,
49900,Virolahti Keskus,935
,,
49930,Vaalimaa,935
49960,Ala-Pihlaja,935
,,
49980,Ravijoki,935
50100,Mikkeli Keskus,491
50120,Siekkilä,491
50130,Nuijamies,491
50150,Karkialampi,491
50160,Kattilansilta,491
50170,Peitsari,491
50180,Visulahti,491
50190,Tuppurala,491
50200,Kovala,491
50300,Rämälä,491
50350,Norola,491
50500,Tuukkala-Kaituenmäki,491
50520,Moision Sairaala-alue,491
50600,Karikko,491
50670,Otava,491
50700,Syysjärvi,491
50770,Korpikoski,491
50800,Annilanselkä,491
50970,Ihastjärvi,491
51130,Vanhamäki,491
51200,Kangasniemi Keskus,213
51260,Tahkomäki,213
51270,Kutemajärvi,213
51310,Levä,213
51335,Kaihlamäki,213
51340,Hännilä-Särkiharju,213
51360,Koivula-Synsiö,213
51380,Synsiö,213
51420,Harjumaa-Pajulankylä,491
51430,Läsäkoski,213
51440,Vuojalahti,213
51450,Pajulankylä,491
51460,Luusniemi,213
51520,Hiirola,491
51540,Kalvitsa,491
51600,Haukivuori Keskus-Piitkäaho,491
51620,Pitkäaho,491
51670,Nykälä,491
51720,Rahula,491
51740,Huuhanaho,491
51760,Nuutilanmäki,178
51780,Kuosmala,178
51810,Maivala,178
51820,Hatsola,178
51850,Vuorenmaa,178
51860,Narila,178
51880,Koikkala,178
51890,Risulahti,178
51900,Juva Keskus,178
51930,Paatela,178
51940,Härkälä,178
51980,Lauteala,178
52100,Anttola,491
52110,Majavesi,491
52150,Hauhala,491
52200,Puumala Keskus,623
52230,Hurissalo,623
52270,Ryhälä,623
52300,Ristiina Keskus,491
52320,Vitsiälä,491
52330,Heimari,491
52340,Hangastenmaa,491
52360,Someenjärvi,491
52420,Pellosniemi,491
52510,Hietanen,97
52520,Syväsmäki,97
52550,Hirvensalmi Keskus,97
52610,Tuukkalanlahti,97
52620,Kuitula,97
52700,Mäntyharju Keskus,507
52720,Karankamäki-Koirakivi,507
52730,Koirakivi,507
52740,Tuustaipale,507
52760,Mynttilä,507
52780,Kuomiokoski,491
52830,Suomenniemi,491
52850,Halmeniemi,507
52890,Käävänkylä,507
52920,Voikoski,286
52960,Nurmaa,507
52970,Pankalahti-Ahvenainen,507
52980,Ahvenainen,507
53100,Lappeenranta keskus,405
53130,Keskussairaala-alue-Kimpinen,405
53200,Kaukas-Tirilä,405
53300,Lauritsala-Mälkiä,405
53400,Laihia,405
53420,Mustola,405
53500,Parkkarila-Harapainen-Reijola,405
53550,Kourulanmäki,405
53600,Kesämäki,405
53650,Mattila-Kuusela,405
53810,Kuusimäki-Lavola,405
53830,Rutola,405
53850,Skinnarila,405
53900,Pallo-Tysterniemi-Leiri,405
53920,Voisalmi,405
53950,Kivisalmi,405
54100,Joutseno Keskus,405
54110,Lampikangas,405
54120,Pulp,405
54190,Konnunsuo,405
54230,Nuijamaa,405
54250,Rapattila,405
54260,Hanhijärvi,405
54270,Vainikkala,405
54300,Vilkjärvi,405
54310,Hytti,405
54330,Simola,405
54390,Pulsa,405
54410,Ylämaa Keskus,405
54430,Hujakkala,405
54460,Ylijärvi,405
54490,Ahomäki,489
54500,Taavetti-Somerharju,441
54510,Uro,441
54530,Luumäki,441
54550,Suo-Anttila,441
54580,Somerharju,441
54590,Kaitjärvi,441
54710,Lemi Keskus,416
54720,Laksiainen,416
54750,Välijoki,739
54770,Heituinlahti,739
54800,Savitaipale Keskus,739
54820,Kotimäki,416
54850,Kuukanniemi,416
54915,Saimaanharju-Kyläniemi,831
54920,Taipalsaari,831
54930,Levänen,831
54940,Solkei,831
54950,Pettilä,739
54960,Vehkataipale,831
55100,Imatra Keskus,153
55120,Mansikkala-Tuulikallio,153
55300,Rauha-Tiuruniemi,405
55320,Rauha,405
55330,Tiuruniemi,405
55400,Tainionkoski-Mustalampi,153
55420,Karhumäki-Karhukallio,153
55510,Sotkulampi-Linnasuo,153
55610,Rajapatsas-Teppanala,153
55700,Vintteri-Virasoja,153
55800,Vuoksenniska-Saarlampi,153
55910,Rautio-Kurkvuori,153
56100,Ruokolahti Keskus,700
56120,Salosaari,700
56140,Äitsaari,700
56210,Virmutjoki,700
56310,Syyspohja,700
56330,Utula,700
56350,Kyläniemi,831
56410,Kaiturinpää,700
56440,Pohja-Lankila,700
56510,Puntala,700
56550,Niska-Pietilä,689
56610,Rautjärvi,689
56640,Purnujärvi,689
56710,Miettilä,689
,,
56730,Laikko,689
56800,Simpele,689
57100,Heikinpohja-Piispanmäki,740
57120,Savonlinna,740
57130,Savonlinna Keskus,740
57170,Sortteerinlahti-Talvisalo,740
57200,Miekonniemi-Venäjänniemi,740
57210,Nojanmaa,740
57220,Haka-alue-Viuhonmäki,740
57230,Inkerinkylä,740
57310,Rinkilä,740
57510,Laitaatsilta,740
57600,Poukkusilta-Pihlajaniemi,740
57710,Kellarpelto-Rantakoivikko,740
57810,Aholahti,740
58130,Oravi,740
58140,Ahvensalmi,740
58150,Makkola,740
58160,Karvila,46
58170,Simanala,46
58175,Enonkoski Keskus,46
58180,Ihamaniemi,46
58200,Kerimäki Keskus,740
58220,Louhi,740
58260,Kumpuranta,740
58300,Savonranta Keskus,740
58320,Raikuu,740
58350,Villala,260
58360,Säimen,740
58390,Rönkönvaara,740
58410,Haapakallio,740
58420,Silvola,740
58430,Kulennoinen,740
58450,Punkaharju,740
58500,Punkasalmi,740
58520,Hiukkajoki,740
58550,Putikko,740
58570,Ruhvana,740
58580,Vuoriniemi,740
58610,Telakanava,768
58620,Lohilahti,768
58650,Kiviapaja,740
58680,Piojärvi,740
58690,Ala-Särkilahti-Piojärvi,740
58700,Sulkava Keskus,768
58720,Kaartilankoski,768
58770,Pihlajalahti,740
58810,Kallislahti,740
58830,Parkumäki,681
58850,Hiltula,681
58900,Rantasalmi Keskus,681
58910,Rantasalmi Asemanseutu,681
58920,Kolkontaipale,681
58940,Tuusmäki,681
,,
59100,Parikkala Keskus,580
59130,Koitsanlahti,580
59210,Melkoniemi,580
59310,Särkisalmi,580
59320,Haapaoja,580
59410,Kirjavala,580
59510,Maironiemi,580
,,
59520,Saari,580
59530,Mikkolanniemi,580
59610,Tarnala,580
59710,Kummunkylä,580
59720,Niukkala,580
59730,Uukuniemi,580
59800,Kesälahti Keskus,260
59810,Suurikylä,260
59820,Purujärvi-Rajavaara,260
60100,Seinäjoki Keskus,743
60120,Pohja,743
60150,Kasperi,743
60200,Törnävä,743
60220,Huhtala,743
60280,Eskoon Keskuslaitosalue,743
60320,Alakylä-Jouppi,743
60420,Impivaara,743
60450,Munakka,145
60510,Hyllykallio,743
60550,Nurmo Keskus,743
60560,Halkosaari,743
60640,Kurjenneva,743
60720,Tuomikylä,145
60760,Pohjanluoma,145
60800,Ilmajoki Keskus,145
61100,Peräseinäjoki Keskus,743
61110,Vuolle,743
61120,Louko,743
61140,Pasto,743
61150,Sydänmaa,10
61160,Koura,743
61170,Sääskiniemi,10
61180,Haapaluoma,743
61220,Myllysalo,301
61230,Luopa,301
61250,Jalasto,301
61270,Luopajärvi,301
61280,Jokipii,301
61290,Taivalmaa,301
61300,Kurikka Keskus,301
61310,Panttila,301
61330,Koskenkorva,145
61340,Nopankylä,145
61350,Huissi,145
61360,Mieto,301
61370,Lohiluoma,301
61380,Polvenkylä,301
61400,Ylistaro Keskus,743
61410,Ylistaro Asemanseutu,743
61430,Isorehto,743
61440,Untamala,743
61450,Kylänpää,743
61460,Hanhikoski,743
61470,Kitinoja,743
61500,Isokyrö Keskus,152
61520,Lehmäjoki,152
61550,Orismala,152
61560,Orisberg,152
61600,Jalasjärvi Keskus,301
61630,Hirvijärvi,301
61640,Ala-Valli,301
61650,Kalakoski,743
61680,Mantila,301
61710,Pentinmäki,301
61720,Koskue,301
61730,Yli-Valli,301
61760,Ilvesjoki,301
61800,Kauhajoki Keskus,232
61810,Luomankylä,232
61820,Kainasto,232
61840,Norinkylä,846
61850,Kauhajoki Asemanseutu,232
61860,Harja,232
61880,Ikkeläjärvi,232
61910,Nummijärvi,232
61920,Nummikoski,232
61940,Hyyppä,232
61950,Juonikylä,232
61960,Kyrönlatva,232
61980,Päntäne,232
62100,Lapua Keskus,408
62130,Hellanmaa,408
62150,Rintakangas,233
62160,Karhunkylä,408
62165,Tiisteenjoki,408
62170,Lakaluoma,408
62175,Ylikylä-Mäenpää,408
62185,Mäki-Paavola,408
62190,Ruha,408
62200,Kauhava Keskus,233
62220,Pernaa,233
62230,Jylhä,233
62240,Huhmarkoski,233
62260,Hirvijoki,233
62280,Mustamaa,408
62290,Hirvikylä,408
62295,Kauhajärvi,408
62300,Härmä,233
62310,Voltti,233
62340,Kuoppa-Vakkuri,233
62350,Ekola,233
62370,Kangasto,233
62375,Ylihärmä Keskus-Vesiluoma,233
62380,Kosolankylä,233
62395,Petterinmäki,946
62410,Rintala,233
62420,Kortesjärvi Keskus,233
62430,Peltotupa,233
62435,Pirttinen,233
62440,Perkiömäki,233
62470,Purmojärvi,233
62500,Evijärvi Keskus,52
62510,Kuoppa-aho,52
62520,Kautiainen,52
62540,Vasikka-aho,52
62570,Särkilä,52
62600,Lappajärvi Keskus,403
62610,Tarvola,403
62620,Ala-Seppä,403
62630,Karvala,403
62640,Savonkylä,403
62660,Itäkylä,403
62710,Kurejoki,5
62720,Sissala,5
62730,Haukkala,5
62740,Koskenvarsi,5
62750,Saukonkylä,5
62760,Menkijärvi,5
62800,Vimpeli Keskus,934
62810,Savonjoki,934
62830,Luoma-Aho,5
62840,Lakaniemi-Pokela,934
62860,Sahi,934
62870,Vinni,934
62880,Sääksvesi-Vinni,934
62900,Alajärvi Keskus,5
62920,Levijoki,5
62940,Hoisko,5
62950,Paalijärvi,5
62990,Möksy,5
63100,Kuortane Keskus,300
63120,Leppälänkylä,300
63130,Mäyry,300
63150,Ruona,300
63160,Salmi,300
63210,Niinimaa,10
63230,Lentilä,300
63250,Rantala,300
63300,Alavus Keskus,10
63320,Kattelus,10
63330,Pahajoki,10
63340,Sapsalampi,10
63350,Sulkavankylä,10
63355,Seinäjärvi,10
63360,Kuivaskylä,10
63370,Taipalus,10
63400,Alavus Asemanseutu,10
63410,Rantatöysä,10
63430,Kätkänjoki,10
63450,Löyä,300
63500,Lehtimäki Keskus,5
63510,Lehtimäki Kirkonkylä,5
63530,Länsikylä,5
63540,Hernesmaa,5
63600,Töysä Keskus,10
63610,Tuuri,10
63640,Ritola,10
63660,Ähtärinranta,989
63680,Hakojärvi,10
63700,Ähtäri Keskus,989
63770,Peränne,989
63780,Alastaipale,989
63800,Soini Keskus,759
63830,Keisala,759
63880,Kukonkylä,759
63890,Hautakylä,759
63900,Myllymäki-Vehunkylä,989
63910,Inhan Tehtaat,989
63920,Inha,989
63950,Vehunkylä,989
,,
64100,Kristiinankaupunki Keskus,287
64140,Tiukka,287
64200,Närpiö Keskus,545
,,
64210,Kalax,545
64220,Yttermark,545
64230,Närpiön Asemanseutu,545
64240,Böle,545
,,
64250,Pjelax,545
,,
,,
64260,Kaskinen,545
64300,Lapväärtti,287
64320,Dagsmark,287
64350,Karijoki Keskus,218
64370,Myrkky,218
64440,Metsälä-Kallträsk,287
64450,Kallträsk,287
64460,Härkmeri,287
,,
,,
64480,Skaftung,287
,,
64490,Siipyy,287
,,
64510,Nämpnäs,545
,,
,,
64530,Norrnäs,545
64550,Rangsby,545
64610,Övermark,545
64700,Teuva Keskus,846
64720,Perälä,846
64740,Horo,846
64760,Peltola,846
64770,Äystö,846
64810,Vanhakylä,151
64820,Kärjenkoski,151
64830,Villamo,151
64840,Heikkilänjoki,151
64850,Möykky,151
64900,Isojoki Keskus,151
64930,Kodesjärvi,151
65100,Vaasa Keskus,905
65130,Hietalahti,905
65170,Vaskiluoto,905
65200,Palosaari,905
65230,Vetokannas,905
,,
,,
,,
65280,Gerby,905
65300,Asevelikylä,905
65320,Huutoniemi,905
65350,Suvilahti,905
65370,Ristinummi,905
65380,Vanha Vaasa,905
,,
,,
,,
,,
,,
,,
,,
65410,Sundom,905
65450,Sulva,499
65460,Tölby-Rimal,499
65470,Rimal,499
65480,Vikby,499
65520,Helsingby,499
65610,Mustasaari Keskus,499
65630,Karperö,499
65650,Koskö,499
65710,Singsby,499
65730,Jungsund,499
,,
,,
65760,Iskmo,499
,,
,,
65800,Raippaluoto,499
,,
,,
,,
,,
65870,Björköby,499
,,
65920,Norra Vallgrund-Söderudden,499
,,
,,
65930,Södra Vallgrund,499
,,
,,
,,
65970,Söderudden,499
,,
,,
,,
,,
66100,Maalahti,475
66140,Övermalax,475
66160,Långåminne,475
,,
66200,Korsnäs Keskus,280
,,
,,
66210,Moikipää,280
,,
,,
,,
,,
,,
,,
66220,Bergö,475
66230,Korsbäck,280
,,
,,
66240,Petolahti,475
66260,Svarvar,475
66270,Pirttikylä-Sorvari,545
66280,Taklax,280
,,
66290,Harrström,280
,,
66295,Töjby,545
66300,Jurva Keskus,301
66320,Niemenkylä,301
66330,Hakko,301
66340,Sarvijoki,301
66350,Tainus,301
66360,Kesti,301
66370,Närvijoki,301
66400,Laihia Keskus,399
66420,Ruto,399
66430,Vedenoja,905
66440,Tervajoki,152
66450,Jakkula,399
66460,Haapala,399
66470,Jukaja-Jokisalo,399
66500,Vähäkyrö Keskus,905
66510,Merikaarto,905
66520,Veikkaala,499
66530,Koivulahti,499
,,
,,
,,
,,
66540,Petsmo,499
66550,Västerhankmo,499
66560,Österhankmo,499
66580,Kuni,499
66590,Vassor,499
66600,Vöyri Keskus,946
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
66640,Maksamaa,946
66660,Bertby,946
66680,Kaurajärvi,946
,,
66710,Kaitsor,946
,,
,,
66730,Oxkangar,946
,,
66800,Oravainen Keskus,946
66810,Kimo,946
66820,Komossa,946
66830,Oravaisten Tehdas,946
66840,Pensala,893
66850,Jepua,893
,,
,,
66900,Uusikaarlepyy Keskus,893
66910,Soklot,893
66930,Kovjoki,893
,,
,,
66950,Munsala,893
,,
,,
,,
66970,Hirvlax,893
66980,Monå,893
,,
,,
,,
66999,Kaukaluoto,499
67100,Kokkola Keskus,272
67200,Kiviniitty-Tullimäki,272
67300,Halkokari,272
,,
67400,Rytimäki,272
67410,Vitsari,272
67500,Sokoja,272
