"X","allow_pets","built_year","condition","deposit","number_of_rooms","postal_code","rent","renter","total_size","type"
3087,"ei sallittu",2012,"hyvä","250 €","Kaksio",790,"1 049 €/kk","Lumo-kotikeskus PKS","54 m²","kerrostalo"
3088,"ei sallittu",1970,"hyvä","250 €","Kaksio",390,"850 €/kk","Lumo-kotikeskus PKS","42,5 m²","kerrostalo"
3089,"ei sallittu",1980,"hyvä","250 €","Kaksio",410,"879 €/kk","Lumo-kotikeskus PKS","63 m²","kerrostalo"
3092,"ei sallittu",2014,"hyvä","1kk vuokra, yrityksille 3kk","Kaksio",2320,"965 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","53,5 m²","kerrostalo"
3097,"ei tiedossa",1957,"tyydyttävä","1780.00","Kaksio",1230,"890 €/kk","Vuokraturva Oy LKV [A]","81,5 m²","kerrostalo"
3098,"ei tiedossa",1976,"hyvä","1380.00","Kaksio",1360,"690 €/kk","Vuokraturva Oy LKV [A]","51,5 m²","kerrostalo"
3099,"ei sallittu",1976,"hyvä","2300.00","Kaksio",130,"1 150 €/kk","Kiinteistötoimisto Takio LKV [A]","48 m²","kerrostalo"
3102,"ei sallittu",1940,"hyvä","990","Kaksio",250,"1 698 €/kk","Huoneistohotelli Eskolampi","34 m²","kerrostalo"
3105,"ei sallittu",1977,"hyvä","250 €","Yksiö",930,"769 €/kk","Lumo-kotikeskus PKS","27,5 m²","kerrostalo"
3106,"ei sallittu",1975,"hyvä","250 €","Kaksio",930,"1 059 €/kk","Lumo-kotikeskus PKS","59,5 m²","kerrostalo"
3109,"ei sallittu",1961,"hyvä","670,00 e","Kaksio",910,"981 €/kk","SATO Vuokraus / Helsinki","56 m²","kerrostalo"
3110,"ei sallittu",2000,"hyvä","670,00 e","Kaksio",900,"1 075 €/kk","SATO Vuokraus / Helsinki","49 m²","kerrostalo"
3114,"ei sallittu",2015,"hyvä","1kk vuokra, yrityksille 3kk","Kaksio",2230,"950 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","51 m²","kerrostalo"
3115,"ei sallittu",2003,"hyvä","1kk/350€","Kaksio",2200,"979 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","55,5 m²","kerrostalo"
3116,"ei sallittu",1903,"hyvä","2160 €","Yksiö",160,"1 080 €/kk","Suomen AsuntoSatama Oy LKV","30,4 m²","kerrostalo"
3118,"ei sallittu",1973,"hyvä","1380.00","Yksiö",2210,"690 €/kk","Kiinteistötoimisto Takio LKV [A]","28 m²","kerrostalo"
3132,"ei sallittu",1974,"hyvä","250 €","Yksiö",1450,"690 €/kk","Lumo-kotikeskus PKS","34 m²","kerrostalo"
3134,"ei sallittu",1974,"hyvä","250 €","3 huonetta",1450,"1 029 €/kk","Lumo-kotikeskus PKS","78,5 m²","kerrostalo"
3136,"ei sallittu",1987,"hyvä","250 €","Kaksio",650,"821 €/kk","Lumo-kotikeskus PKS","53 m²","kerrostalo"
3139,"ei sallittu",1974,"hyvä","250 €","Kaksio",1450,"895 €/kk","Lumo-kotikeskus PKS","62,5 m²","kerrostalo"
3140,"ei sallittu",1975,"ei luokiteltu","940,00 e","3 huonetta",1360,"940 €/kk","OVV Asuntopalvelut Helsinki","75 m²","kerrostalo"
3141,"ei sallittu",1928,"hyvä","2580","4 huonetta",100,"2 580 €/kk","Ovenia Oy","137 m²","kerrostalo"
3144,"ei tiedossa",1964,"hyvä","1580.00","Kaksio",960,"790 €/kk","Vuokraturva Oy LKV [A]","40 m²","kerrostalo"
3145,"ei tiedossa",1938,"hyvä","2180.00","Kaksio",150,"1 090 €/kk","Vuokraturva Oy LKV [A]","46 m²","kerrostalo"
3159,"ei sallittu",1997,"hyvä","250 €","4 huonetta",2230,"1 583 €/kk","Lumo-kotikeskus PKS","95 m²","rivitalo"
3164,"ei tiedossa",1995,"ei luokiteltu","Ei vuokravakuutta","Kaksio",550,"1246,87 €/kk","Stadin asunnot / Helsingin kaupunki","66,5 m²","kerrostalo"
3167,"ei tiedossa",1974,"hyvä","1480.00","Kaksio",1600,"740 €/kk","Vuokraturva Oy LKV [A]","54 m²","kerrostalo"
3168,"ei tiedossa",2017,"hyvä","1340.00","Yksiö",1700,"670 €/kk","Vuokraturva Oy LKV [A]","28,5 m²","kerrostalo"
3171,"ei sallittu",2013,"hyvä","0","3 huonetta",1520,"1 083 €/kk","Kiinteistö Oy M2-Kodit","71 m²","kerrostalo"
3178,"ei sallittu",1974,"hyvä","250 €","3 huonetta",2940,"1 083 €/kk","Lumo-kotikeskus PKS","79 m²","kerrostalo"
3179,"ei sallittu",1974,"hyvä","250 €","3 huonetta",2940,"1 058 €/kk","Lumo-kotikeskus PKS","71 m²","kerrostalo"
3194,"ei tiedossa",1937,"tyydyttävä","885","Kaksio",250,"885 €/kk","Helsingin Oma Koti Oy LKV","42 m²","kerrostalo"
3195,"ei tiedossa",1980,"hyvä","1280.00","Yksiö",2180,"640 €/kk","Vuokraturva Oy LKV [A]","27,5 m²","kerrostalo"
3196,"ei tiedossa",1954,"hyvä","1700.00","Yksiö",530,"850 €/kk","Vuokraturva Oy LKV [A]","41,5 m²","kerrostalo"
3202,"ei sallittu",1968,"hyvä","250 €","Kaksio",1350,"844 €/kk","Lumo-kotikeskus PKS","47 m²","kerrostalo"
3203,"ei sallittu",1981,"hyvä","250 €","Kaksio",1660,"893 €/kk","Lumo-kotikeskus PKS","59 m²","rivitalo"
3210,"ei tiedossa",2016,"hyvä","1580.00","Kaksio",1700,"790 €/kk","Vuokraturva Oy LKV [A]","43,5 m²","kerrostalo"
3211,"ei tiedossa",2016,"hyvä","1400.00","Yksiö",1700,"700 €/kk","Vuokraturva Oy LKV [A]","31,5 m²","kerrostalo"
3212,"ei tiedossa",1955,"hyvä","1580.00","Kaksio",320,"790 €/kk","Kiinteistötoimisto Takio LKV [A]","38,5 m²","kerrostalo"
3219,"ei sallittu",1979,"hyvä","2600","Kaksio",160,"1 300 €/kk","Celine Oy Ab LKV AFM","60 m²","kerrostalo"
3220,"ei sallittu",2015,"hyvä","250 €","Kaksio",1370,"927 €/kk","Lumo-kotikeskus PKS","48 m²","kerrostalo"
3221,"ei sallittu",2013,"hyvä","250 €","3 huonetta",1520,"1 210 €/kk","Lumo-kotikeskus PKS","75 m²","kerrostalo"
3226,"ei sallittu",2017,"hyvä","887","Kaksio",1400,"887 €/kk","Ovenia (Keskinäinen Eläkevakuutusyhtiö Etera)","44 m²","kerrostalo"
3227,"ei sallittu",2017,"hyvä","862","Yksiö",1400,"862 €/kk","Ovenia (Keskinäinen Eläkevakuutusyhtiö Etera)","39,5 m²","kerrostalo"
3228,"ei sallittu",1997,"hyvä","2 kk vuokraa vastaava summa","3 huonetta",1600,"992,74 €/kk","Keva","76 m²","kerrostalo"
3235,"ei sallittu",1904,"hyvä","8000","4 huonetta",140,"4 000 €/kk","Celine Oy Ab LKV AFM","144 m²","kerrostalo"
3239,"ei sallittu",1976,"ei luokiteltu","1.300","Kaksio",2740,"749 €/kk","HUS-Kiinteistöt Oy","55,5 m²","luhtitalo"
3240,"ei sallittu",2002,"hyvä","250 €","3 huonetta",1600,"1 123 €/kk","Lumo-kotikeskus PKS","78,5 m²","kerrostalo"
3243,"ei sallittu",1989,"ei luokiteltu","1300","Kaksio",1400,"749 €/kk","HUS-Kiinteistöt Oy","56,5 m²","luhtitalo"
3244,"ei sallittu",1979,"ei luokiteltu","1.290","Yksiö",2940,"645 €/kk","HUS-Kiinteistöt Oy","38 m²","kerrostalo"
3257,"ei tiedossa",1926,"hyvä","1840.00","Yksiö",180,"920 €/kk","Vuokraturva Oy LKV [A]","49 m²","kerrostalo"
3258,"ei tiedossa",1961,"hyvä","1460.00","Yksiö",2650,"730 €/kk","Vuokraturva Oy LKV [A]","33 m²","luhtitalo"
3259,"ei sallittu",1892,"hyvä","2 kk:n vuokra","4 huonetta",170,"2 200 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","109 m²","kerrostalo"
3261,"ei sallittu",1970,"hyvä","2 kk:n vuokra","4 huonetta",1200,"963,83 €/kk","SATO Vuokraus / Helsinki","97,5 m²","kerrostalo"
3262,"ei sallittu",1998,"hyvä","2 kk:n vuokra","3 huonetta",1600,"1 149 €/kk","SATO Vuokraus / Helsinki","71 m²","kerrostalo"
3265,"ei sallittu",1955,"hyvä","2kk","3 huonetta",400,"1 000 €/kk","Marko Rintala","52 m²","kerrostalo"
3273,"ei tiedossa",2013,"hyvä","1590.00","Kaksio",2330,"795 €/kk","Vuokraturva Oy LKV [A]","42 m²","kerrostalo"
3278,"ei sallittu",1986,"hyvä","250 €","3 huonetta",2760,"944 €/kk","Lumo-kotikeskus PKS","75 m²","kerrostalo"
3297,"ei sallittu",2015,"hyvä","1kk/350€","Kaksio",2630,"955 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","53 m²","kerrostalo"
3298,"ei sallittu",2012,"hyvä","2300€","Kaksio",510,"1 150 €/kk","Aratto Oy","55,5 m²","kerrostalo"
3310,"ei sallittu",1969,"hyvä","250 €","3 huonetta",2360,"1 208 €/kk","Lumo-kotikeskus PKS","74,5 m²","kerrostalo"
3311,"ei sallittu",1974,"hyvä","250 €","Kaksio",1450,"780 €/kk","Lumo-kotikeskus PKS","62,5 m²","kerrostalo"
3321,"ei sallittu",2015,"hyvä","1kk/350€","Kaksio",2630,"867 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","49,5 m²","kerrostalo"
3323,"ei sallittu",1996,"hyvä","2.100 €","3 huonetta",2650,"1 050 €/kk","Veritas Eläkevakuutus","67 m²","kerrostalo"
3332,"ei sallittu",1970,"hyvä","250 €","3 huonetta",1350,"1 058 €/kk","Lumo-kotikeskus PKS","75 m²","kerrostalo"
3334,"ei sallittu",1970,"hyvä","250 €","3 huonetta",1350,"991 €/kk","Lumo-kotikeskus PKS","75 m²","kerrostalo"
3336,"ei sallittu",2015,"hyvä","250 €","Yksiö",1370,"871 €/kk","Lumo-kotikeskus PKS","43 m²","kerrostalo"
3337,"ei sallittu",1970,"hyvä","250 €","3 huonetta",1350,"1 033 €/kk","Lumo-kotikeskus PKS","72 m²","kerrostalo"
3338,"ei sallittu",2015,"hyvä","250 €","Kaksio",1370,"929 €/kk","Lumo-kotikeskus PKS","48 m²","kerrostalo"
3339,"ei sallittu",2014,"hyvä","250 €","3 huonetta",1640,"1 198 €/kk","Lumo-kotikeskus PKS","64,5 m²","kerrostalo"
3340,"ei sallittu",2014,"hyvä","250 €","Kaksio",1640,"1 032 €/kk","Lumo-kotikeskus PKS","53 m²","kerrostalo"
3342,"ei sallittu",2013,"hyvä","1kk+hlö tai 2kk","Kaksio",220,"1 370 €/kk","Valloittava vuokra-asunto Jätkäsaaresta","56,5 m²","kerrostalo"
3345,"ei tiedossa",1932,"hyvä","1680.00","Yksiö",250,"840 €/kk","Vuokraturva Oy LKV [A]","40 m²","kerrostalo"
3348,"ei sallittu",1965,"hyvä","1180.00","Yksiö",330,"895 €/kk","SATO Vuokraus / Helsinki","29,5 m²","kerrostalo"
3354,"ei sallittu",1974,"ei luokiteltu","2 kk","3 huonetta",1200,"999 €/kk","TA-Asunnot Oy, Espoo","79,5 m²","kerrostalo"
3357,"ei sallittu",1991,"hyvä","250 €","4 huonetta",2770,"1 581 €/kk","Lumo-kotikeskus PKS","101 m²","rivitalo"
3361,"ei sallittu",1994,"hyvä","500€","Kaksio",2770,"850 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","57,5 m²","kerrostalo"
3362,"ei sallittu",2012,"hyvä","1kk","Kaksio",2650,"908 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","46 m²","kerrostalo"
3364,"ei sallittu",2017,"hyvä","2 kk vuokraa vastaava vakuus","Kaksio",1300,"945 €/kk","Keva","54,5 m²","kerrostalo"
3365,"ei sallittu",2017,"hyvä","2 kk vuokraa vastaava vakuus","Kaksio",1300,"895 €/kk","Keva","51 m²","kerrostalo"
3373,"ei sallittu",1991,"hyvä","250 €","4 huonetta",2770,"1 494 €/kk","Lumo-kotikeskus PKS","100 m²","rivitalo"
3381,"ei tiedossa",1998,"hyvä","930","Kaksio",810,"930 €/kk","Realia Asuntovuokraus (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","55,5 m²","kerrostalo"
3382,"ei sallittu",1938,"hyvä","2200,00","Kaksio",250,"1 100 €/kk","SPP Isännöintikeskus  Oy","54 m²","kerrostalo"
3383,"ei sallittu",1966,"hyvä","1640,00","Kaksio",840,"820 €/kk","SPP Isännöintikeskus  Oy","51 m²","kerrostalo"
3387,"ei tiedossa",1962,"hyvä","1730.00","Kaksio",900,"865 €/kk","Vuokraturva Oy LKV [A]","49 m²","kerrostalo"
3392,"ei tiedossa",1937,"ei luokiteltu","Ei vakuutta","Yksiö",500,"875 €/kk","Stadin asunnot / Helsingin kaupunki","43 m²","kerrostalo"
3395,"ei sallittu",2016,"hyvä","1kk/350€","Kaksio",1340,"840 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","42 m²","kerrostalo"
3396,"ei sallittu",2016,"hyvä","1kk/350€","Kaksio",1700,"870 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","51 m²","kerrostalo"
3399,"ei sallittu",1946,"tyydyttävä","1880","Kaksio",270,"940 €/kk","Kahdeksas päivä Oy, Helsinki-Itä","34 m²","kerrostalo"
3410,"ei tiedossa",2012,"hyvä","2kk","Yksiö",2200,"850 €/kk","Mika Vuorio","34 m²","kerrostalo"
3411,"ei tiedossa",2012,"hyvä","2kk","Yksiö",2200,"850 €/kk","Mika Vuorio","34 m²","kerrostalo"
3420,"ei sallittu",1966,"hyvä","2.300 €","3 huonetta",560,"1 150 €/kk","Veritas Eläkevakuutus","59 m²","kerrostalo"
3425,"ei tiedossa",1985,"hyvä","1640.00","Kaksio",700,"820 €/kk","Vuokraturva Oy LKV [A]","45 m²","kerrostalo"
3433,"ei sallittu",2017,"hyvä","250 €","Kaksio",980,"1 162 €/kk","Lumo-kotikeskus PKS","56,5 m²","kerrostalo"
3440,"ei sallittu",1955,"hyvä","6600 €","5 +",200,"3 300 €/kk","Lea Jakama Oy LKV [A]","200 m²","rivitalo"
3443,"ei sallittu",1984,"hyvä","2kk vuokra","Kaksio",780,"900 €/kk","Tero leinonen","52,5 m²","kerrostalo"
3448,"ei sallittu",2011,"hyvä","1kk/350€","Kaksio",390,"917 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","51,5 m²","kerrostalo"
3449,"ei sallittu",2000,"hyvä","1kk","Kaksio",750,"875 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","43,5 m²","kerrostalo"
3450,"ei sallittu",2016,"hyvä","1kk","Kaksio",1700,"860 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","51 m²","kerrostalo"
3451,"ei sallittu",1967,"tyydyttävä","6400.00","5 +",340,"3 200 €/kk","CRISTAL Asunnot Oy LKV","195,3 m²","rivitalo"
3458,"ei sallittu",1980,"hyvä","250 €","Kaksio",160,"1 599 €/kk","Lumo-kotikeskus PKS","63,5 m²","kerrostalo"
3459,"ei sallittu",1980,"hyvä","250 €","Kaksio",160,"1 520 €/kk","Lumo-kotikeskus PKS","60,5 m²","kerrostalo"
3460,"ei sallittu",1980,"hyvä","250 €","Yksiö",160,"1 120 €/kk","Lumo-kotikeskus PKS","35 m²","kerrostalo"
3462,"ei sallittu",2018,"ei luokiteltu","869.00","Yksiö",2200,"869 €/kk","Newsec Asset Management  Oy","39,5 m²","kerrostalo"
3464,"ei sallittu",2018,"ei luokiteltu","1213.00","3 huonetta",2200,"1 213 €/kk","Newsec Asset Management  Oy","62,5 m²","kerrostalo"
3476,"ei sallittu",1960,"hyvä","2 kk vuokra","3 huonetta",1370,"950 €/kk","Saara Airaksinen","64,5 m²","kerrostalo"
3478,"ei sallittu",1963,"hyvä","250 €","3 huonetta",710,"1 150 €/kk","Lumo-kotikeskus PKS","67 m²","kerrostalo"
3479,"ei sallittu",1963,"hyvä","250 €","3 huonetta",710,"1 115 €/kk","Lumo-kotikeskus PKS","67 m²","kerrostalo"
3480,"ei sallittu",1963,"hyvä","250 €","Kaksio",710,"925 €/kk","Lumo-kotikeskus PKS","48,5 m²","kerrostalo"
3481,"ei sallittu",1980,"hyvä","250 €","Kaksio",160,"1 595 €/kk","Lumo-kotikeskus PKS","63,5 m²","kerrostalo"
3482,"ei sallittu",1980,"hyvä","250 €","Yksiö",160,"1 110 €/kk","Lumo-kotikeskus PKS","35,5 m²","kerrostalo"
3483,"ei sallittu",1963,"hyvä","250 €","Kaksio",710,"899 €/kk","Lumo-kotikeskus PKS","48,5 m²","kerrostalo"
3501,"ei sallittu",2002,"hyvä","250 €","Yksiö",1370,"871 €/kk","Lumo-kotikeskus PKS","44 m²","kerrostalo"
3502,"ei sallittu",1964,"hyvä","250 €","3 huonetta",940,"1 142 €/kk","Lumo-kotikeskus PKS","73 m²","kerrostalo"
3503,"ei sallittu",2014,"hyvä","250 €","Kaksio",2630,"950 €/kk","Lumo-kotikeskus PKS","57 m²","kerrostalo"
3504,"ei sallittu",1964,"hyvä","250 €","3 huonetta",940,"1 103 €/kk","Lumo-kotikeskus PKS","73 m²","kerrostalo"
3506,"ei sallittu",1991,"hyvä","1kk","Kaksio",980,"1 079 €/kk","SATO Vuokraus / Helsinki","60,5 m²","kerrostalo"
3507,"ei sallittu",1996,"hyvä","1kk","Kaksio",760,"998 €/kk","SATO Vuokraus / Helsinki","57 m²","kerrostalo"
3508,"ei sallittu",1961,"hyvä","1kk","4 huonetta",910,"1 388 €/kk","SATO Vuokraus / Helsinki","85 m²","kerrostalo"
3527,"ei sallittu",1991,"hyvä","250 €","4 huonetta",1280,"1 489 €/kk","Lumo-kotikeskus PKS","96 m²","rivitalo"
3531,"ei sallittu",2017,"hyvä","2 kk:n vuokra","Kaksio",2200,"1 000 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","42,5 m²","kerrostalo"
3549,"ei sallittu",1967,"hyvä","2700.00","4 huonetta",2110,"1 350 €/kk","Kiinteistötoimisto Takio LKV [A]","90,5 m²","kerrostalo"
3555,"ei sallittu",1996,"hyvä","1.700 €","Kaksio",2650,"850 €/kk","Veritas Eläkevakuutus","53 m²","kerrostalo"
3556,"ei sallittu",1994,"hyvä","1.700 €","4 huonetta",1610,"1 278 €/kk","SATO Vuokraus / Helsinki","89 m²","kerrostalo"
3558,"ei sallittu",2014,"hyvä","680 ","Kaksio",1510,"964 €/kk","SATO Vuokraus / Helsinki","46,5 m²","kerrostalo"
3563,"ei sallittu",1982,"hyvä","250 €","4 huonetta",2230,"1 308 €/kk","Lumo-kotikeskus PKS","98,5 m²","kerrostalo"
3565,"ei sallittu",2011,"hyvä","250 €","Kaksio",2770,"910 €/kk","Lumo-kotikeskus PKS","41,5 m²","kerrostalo"
3566,"ei sallittu",2011,"hyvä","250 €","Kaksio",2770,"892 €/kk","Lumo-kotikeskus PKS","37 m²","kerrostalo"
3569,"ei sallittu",2011,"hyvä","1kk","Kaksio",210,"1 097 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","49 m²","kerrostalo"
3571,"ei sallittu",2009,"hyvä","1kk/350€","Kaksio",2760,"914 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","58,5 m²","kerrostalo"
3574,"ei sallittu",2009,"hyvä","1kk","Kaksio",2620,"870 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","48 m²","kerrostalo"
3575,"ei sallittu",1994,"hyvä","1kk","Kaksio",2650,"838 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","46,5 m²","kerrostalo"
3576,"ei sallittu",2010,"hyvä","1kk/350€","Kaksio",2600,"910 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","51,5 m²","kerrostalo"
3592,"ei sallittu",2015,"hyvä","1980","Kaksio",940,"990 €/kk","TA-Asunnot Oy, Espoo","52,5 m²","kerrostalo"
3605,"ei sallittu",2011,"hyvä","250 €","Kaksio",1530,"896 €/kk","Lumo-kotikeskus PKS","42 m²","kerrostalo"
3623,"ei sallittu",1939,"hyvä","1 kk vuokra","Yksiö",530,"941 €/kk","SATO Vuokraus / Helsinki","35 m²","kerrostalo"
3624,"ei sallittu",1996,"hyvä","Rahavakuus 2kk:n vuokra","3 huonetta",180,"1 700 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","77 m²","kerrostalo"
3636,"ei sallittu",1994,"hyvä","250 €","3 huonetta",390,"1 198 €/kk","Lumo-kotikeskus PKS","63,5 m²","kerrostalo"
3640,"ei sallittu",2010,"hyvä","0","Kaksio",750,"881 €/kk","Kiinteistö Oy M2-Kodit","50 m²","rivitalo"
3641,"ei sallittu",2017,"ei luokiteltu","1790.00","Kaksio",1600,"895 €/kk","Newsec Asset Management  Oy","45,5 m²","kerrostalo"
3649,"ei sallittu",2010,"hyvä","1kk/350€","Kaksio",2600,"878 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","45 m²","kerrostalo"
3652,"ei tiedossa",1928,"hyvä","2780.00","Kaksio",100,"1 390 €/kk","Vuokraturva Oy LKV [A]","70 m²","kerrostalo"
3653,"ei sallittu",1999,"hyvä","2780.00","3 huonetta",1360,"1049,22 €/kk","SATO Vuokraus / Helsinki","72 m²","kerrostalo"
3654,"ei sallittu",1991,"hyvä","2780.00","Kaksio",1300,"979,02 €/kk","SATO Vuokraus / Helsinki","59 m²","kerrostalo"
3656,"ei sallittu",1961,"tyydyttävä","2000 €","Kaksio",570,"1 000 €/kk","Kahdeksas päivä Oy, Espoo","51,5 m²","kerrostalo"
3660,"ei sallittu",2000,"hyvä","1kk+hlö tai 2kk","Kaksio",990,"1 239 €/kk","SATO Vuokraus / Helsinki","59,5 m²","kerrostalo"
3662,"ei sallittu",2011,"hyvä","1kk","3 huonetta",990,"1 199 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","65 m²","kerrostalo"
3669,"ei sallittu",2015,"hyvä","1kk, yrityksille 3kk","Kaksio",1700,"817 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","43,5 m²","kerrostalo"
3670,"ei sallittu",2013,"hyvä","1kk, yrityksille 3kk","Kaksio",520,"1 133 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","44 m²","kerrostalo"
3671,"ei sallittu",1916,"hyvä","1kk, yrityksille 3kk","Kaksio",100,"1 775 €/kk","SATO Vuokraus / Helsinki","64 m²","kerrostalo"
3673,"ei tiedossa",2011,"hyvä","871.57","Kaksio",2760,"871,57 €/kk","Asuntosäätiö","51,5 m²","kerrostalo"
3674,"ei tiedossa",2011,"hyvä","989","Kaksio",2330,"989 €/kk","Asuntosäätiö","61 m²","kerrostalo"
3676,"ei sallittu",2013,"hyvä","1kk, yrityksille 3kk","Kaksio",2320,"990 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","57,5 m²","kerrostalo"
3677,"ei sallittu",2015,"hyvä","1kk, yrityksille 3kk","3 huonetta",2230,"1 290 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","74,5 m²","kerrostalo"
3681,"ei sallittu",2017,"hyvä","2 kuukauden vuokra","Kaksio",2100,"1 199 €/kk","Mari Koskinen","43,5 m²","kerrostalo"
3695,"ei tiedossa",2003,"hyvä","995","Kaksio",350,"995 €/kk","Realia Asuntovuokraus (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","48,5 m²","kerrostalo"
3711,"ei sallittu",2014,"ei luokiteltu","350.00","3 huonetta",1610,"1 232 €/kk","Newsec Asset Management  Oy","71,5 m²","kerrostalo"
3717,"ei sallittu",2016,"hyvä","2 kk:n vuokra","3 huonetta",2780,"1 300 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","88 m²","kerrostalo"
3749,"ei sallittu",1998,"hyvä","2 kk vuokraa vastaava summa","3 huonetta",1300,"1045,48 €/kk","Keva","76 m²","kerrostalo"
3754,"ei tiedossa",1980,"hyvä","1300.00","Yksiö",2180,"650 €/kk","Vuokraturva Oy LKV [A]","27,5 m²","kerrostalo"
3764,"ei sallittu",2014,"hyvä","250 €","Kaksio",1340,"998 €/kk","Lumo-kotikeskus PKS","58,5 m²","kerrostalo"
3765,"ei sallittu",1974,"hyvä","250 €","Kaksio",1360,"902 €/kk","Lumo-kotikeskus PKS","59,5 m²","kerrostalo"
3766,"ei sallittu",1971,"hyvä","250 €","3 huonetta",1360,"1 065 €/kk","Lumo-kotikeskus PKS","74,5 m²","kerrostalo"
3772,"ei sallittu",1971,"hyvä","560","3 huonetta",2360,"1 225 €/kk","SATO Vuokraus / Helsinki","82,5 m²","kerrostalo"
3774,"ei sallittu",1959,"hyvä","2 kk:n vuokra","Kaksio",330,"890 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","44 m²","kerrostalo"
3778,"ei sallittu",1975,"hyvä","1kk vuokra","3 huonetta",1300,"1 399 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","73 m²","kerrostalo"
