"X","allow_pets","built_year","condition","deposit","number_of_rooms","postal_code","rent","renter","total_size","type"
2219,"ei sallittu",1938,"hyvä","250 €","Kaksio",180,"1 945 €/kk","Lumo-kotikeskus PKS","78 m²","kerrostalo"
2220,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 266 €/kk","Lumo-kotikeskus PKS","41,5 m²","kerrostalo"
2221,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 225 €/kk","Lumo-kotikeskus PKS","37,5 m²","kerrostalo"
2222,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 254 €/kk","Lumo-kotikeskus PKS","41,5 m²","kerrostalo"
2223,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 226 €/kk","Lumo-kotikeskus PKS","41 m²","kerrostalo"
2224,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 231 €/kk","Lumo-kotikeskus PKS","36 m²","kerrostalo"
2225,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 235 €/kk","Lumo-kotikeskus PKS","37 m²","kerrostalo"
2226,"ei sallittu",1938,"hyvä","250 €","Kaksio",180,"1 882 €/kk","Lumo-kotikeskus PKS","74,5 m²","kerrostalo"
2227,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 294 €/kk","Lumo-kotikeskus PKS","43,5 m²","kerrostalo"
2228,"ei sallittu",1938,"hyvä","250 €","Kaksio",180,"1 864 €/kk","Lumo-kotikeskus PKS","74,5 m²","kerrostalo"
2229,"ei sallittu",1938,"hyvä","250 €","Kaksio",180,"1 927 €/kk","Lumo-kotikeskus PKS","78 m²","kerrostalo"
2230,"ei sallittu",1938,"hyvä","250 €","Kaksio",180,"1 846 €/kk","Lumo-kotikeskus PKS","74,5 m²","kerrostalo"
2231,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 207 €/kk","Lumo-kotikeskus PKS","36 m²","kerrostalo"
2239,"ei sallittu",1985,"hyvä","300,00","Kaksio",970,"940 €/kk","SATO Vuokraus / Helsinki","53,5 m²","kerrostalo"
2243,"ei sallittu",2010,"hyvä","1kk","3 huonetta",550,"1 455 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","71 m²","kerrostalo"
2246,"ei sallittu",1975,"hyvä","1600 €","3 huonetta",2750,"1 070 €/kk","Asuntoverstas Oy","68,5 m²","kerrostalo"
2253,"ei sallittu",1965,"hyvä","1980","Kaksio",2230,"990 €/kk","Celine Oy Ab LKV AFM","54 m²","kerrostalo"
2303,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 223 €/kk","Lumo-kotikeskus PKS","37 m²","kerrostalo"
2304,"ei sallittu",2014,"hyvä","250 €","3 huonetta",2630,"1 187 €/kk","Lumo-kotikeskus PKS","68,5 m²","kerrostalo"
2305,"ei sallittu",1938,"hyvä","250 €","Yksiö",180,"1 211 €/kk","Lumo-kotikeskus PKS","37 m²","kerrostalo"
2307,"ei sallittu",2013,"hyvä","250 €","3 huonetta",2320,"1 138 €/kk","Lumo-kotikeskus PKS","71,5 m²","kerrostalo"
2317,"ei sallittu",1965,"hyvä","2 kk rahavakuus","3 huonetta",330,"1 450 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","74,3 m²","kerrostalo"
2334,"ei sallittu",2017,"hyvä","1 360,00 e","Yksiö",1600,"680 €/kk","OVV Asuntopalvelut Helsinki","24,5 m²","kerrostalo"
2337,"ei sallittu",1995,"hyvä","1 kk vuokra","3 huonetta",2620,"1 139 €/kk","SATO Vuokraus / Helsinki","75 m²","kerrostalo"
2338,"ei sallittu",2010,"hyvä","1 kk vuokra","Kaksio",2650,"959 €/kk","SATO Vuokraus / Helsinki","44 m²","kerrostalo"
2339,"ei sallittu",1996,"hyvä","1 kk rahavakuus","5 +",2940,"1 315 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","93 m²","paritalo"
2343,"ei tiedossa",2017,"hyvä","1140 €","Yksiö",1700,"700 €/kk","Habita Itäkeskus / Helsingin Habita Oy","28,5 m²","kerrostalo"
2345,"ei sallittu",2017,"hyvä","2kk:n vuokran suuruinen","Yksiö",1700,"670 €/kk","Kiinteistötahkola Helsinki","24,5 m²","kerrostalo"
2387,"ei sallittu",2003,"ei luokiteltu","3 000,00 €","4 huonetta",2360,"1 520 €/kk","TA-Yhtymä Oy, Espoo","94 m²","paritalo"
2389,"ei sallittu",1974,"hyvä","250 €","3 huonetta",1450,"953 €/kk","Lumo-kotikeskus PKS","78,5 m²","kerrostalo"
2393,"ei sallittu",1958,"hyvä","820,00 e","Yksiö",400,"800 €/kk","SATO Vuokraus / Helsinki","24 m²","kerrostalo"
2394,"ei sallittu",1952,"hyvä","820,00 e","Kaksio",500,"1 184 €/kk","SATO Vuokraus / Helsinki","59,5 m²","kerrostalo"
2395,"ei sallittu",2007,"hyvä","820,00 e","Kaksio",380,"1 195 €/kk","SATO Vuokraus / Helsinki","59 m²","kerrostalo"
2396,"ei sallittu",1999,"hyvä","820,00 e","3 huonetta",420,"1 349 €/kk","SATO Vuokraus / Helsinki","71,5 m²","kerrostalo"
2397,"ei sallittu",1963,"hyvä","820,00 e","Kaksio",350,"975 €/kk","SATO Vuokraus / Helsinki","40 m²","kerrostalo"
2406,"ei sallittu",2000,"hyvä","2980","3 huonetta",780,"1 490 €/kk","Johanna","95 m²","paritalo"
2407,"ei tiedossa",1977,"hyvä","1580.00","Kaksio",1360,"790 €/kk","Vuokraturva Oy LKV [A]","59,5 m²","kerrostalo"
2414,"ei tiedossa",1989,"ei luokiteltu","500 euroa","Yksiö",240,"865 €/kk","Stadin asunnot / Helsingin kaupunki","39,5 m²","kerrostalo"
2419,"ei sallittu",1991,"hyvä","430 €","Kaksio",980,"1 019 €/kk","SATO Vuokraus / Helsinki","58 m²","kerrostalo"
2420,"ei sallittu",1964,"hyvä","430 €","3 huonetta",2710,"1 089 €/kk","SATO Vuokraus / Helsinki","61,3 m²","kerrostalo"
2423,"ei sallittu",2004,"hyvä","4600.00","5 +",2730,"2 300 €/kk","CRISTAL Asunnot Oy LKV","180 m²","omakotitalo"
2440,"ei tiedossa",2002,"hyvä","2620,00 ","3 huonetta",2740,"1 310 €/kk","Asokodit","85 m²","rivitalo"
2441,"ei tiedossa",1996,"hyvä","3180,00 ","4 huonetta",2650,"1 590 €/kk","Asokodit","90 m²","rivitalo"
2447,"ei tiedossa",1927,"hyvä","2190.00","Yksiö",130,"1 095 €/kk","Vuokraturva Oy LKV [A]","50 m²","kerrostalo"
2454,"ei sallittu",2006,"hyvä","4400.00","5 +",2230,"2 200 €/kk","West-House LKV [A]","179 m²","erillistalo"
2458,"ei sallittu",1975,"ei luokiteltu","889.00","Kaksio",1450,"889 €/kk","Newsec Asset Management  Oy","55 m²","kerrostalo"
2460,"ei sallittu",1978,"ei luokiteltu","995.00","Kaksio",370,"995 €/kk","Newsec Asset Management  Oy","60 m²","kerrostalo"
2472,"ei tiedossa",2006,"hyvä","2320 ","3 huonetta",2760,"1 160 €/kk","Kiinteistömaailma | Stadihouse Oy","71 m²","kerrostalo"
2479,"ei sallittu",1998,"hyvä","250","Kaksio",1370,"847 €/kk","Ovenia Oy, Helsinki ( Avara)","53 m²","kerrostalo"
2486,"ei sallittu",1965,"hyvä","2 kk rahavakuus","Kaksio",330,"1 050 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","50,5 m²","kerrostalo"
2490,"ei tiedossa",1996,"hyvä","5600.00","5 +",930,"2 800 €/kk","Helsingin OPKK, Töölö","327 m²","omakotitalo"
2496,"ei sallittu",1988,"hyvä","0","3 huonetta",730,"1 126 €/kk","Kiinteistö Oy M2-Kodit","80,5 m²","kerrostalo"
2504,"ei sallittu",1966,"hyvä","1kk vuokra","Kaksio",2170,"903 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","48 m²","kerrostalo"
2505,"ei sallittu",2014,"hyvä","1kk vuokra, yrityksille 3kk","3 huonetta",2230,"1 160 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","69 m²","kerrostalo"
2508,"ei sallittu",1935,"tyydyttävä","1200","Kaksio",100,"565 €/kk","Target-LKV","26 m²","kerrostalo"
2510,"ei sallittu",1999,"hyvä","5000.00","5 +",2940,"2 500 €/kk","Prime House Oy LKV","190 m²","paritalo"
2516,"ei sallittu",1996,"hyvä","1.700 €","Kaksio",2650,"850 €/kk","Veritas Eläkevakuutus","53 m²","kerrostalo"
2521,"ei sallittu",1990,"hyvä","250 €","3 huonetta",720,"1 039 €/kk","Lumo-kotikeskus PKS","70 m²","kerrostalo"
2524,"ei sallittu",1975,"ei luokiteltu","956.00","Kaksio",1450,"956 €/kk","Newsec Asset Management  Oy","64,5 m²","kerrostalo"
2526,"ei sallittu",1975,"ei luokiteltu","913.00","Kaksio",1450,"913 €/kk","Newsec Asset Management  Oy","61,5 m²","kerrostalo"
2527,"ei sallittu",1975,"ei luokiteltu","913.00","Kaksio",1450,"913 €/kk","Newsec Asset Management  Oy","61,5 m²","kerrostalo"
2532,"ei sallittu",1940,"tyydyttävä","2 kk:n vuokra","Yksiö",180,"730 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","32 m²","kerrostalo"
2535,"ei sallittu",2004,"hyvä","5800","3 huonetta",150,"2 900 €/kk","Celine Oy Ab LKV AFM","140 m²","kerrostalo"
2539,"ei sallittu",2017,"hyvä","2kk:n vuokran suuruinen","Kaksio",1700,"765 €/kk","Kiinteistötahkola Helsinki","44 m²","kerrostalo"
2541,"ei sallittu",2017,"hyvä","2kk:n vuokran suuruinen","Kaksio",1700,"740 €/kk","Kiinteistötahkola Helsinki","41 m²","kerrostalo"
2545,"ei sallittu",1970,"hyvä","250 €","Kaksio",1350,"845 €/kk","Lumo-kotikeskus PKS","56 m²","kerrostalo"
2546,"ei sallittu",2011,"hyvä","250 €","3 huonetta",1530,"1 165 €/kk","Lumo-kotikeskus PKS","64 m²","kerrostalo"
2551,"ei sallittu",1970,"hyvä","250 €","Kaksio",1350,"810 €/kk","Lumo-kotikeskus PKS","48 m²","kerrostalo"
2561,"ei tiedossa",1988,"hyvä","1520.00","Kaksio",1360,"760 €/kk","Vuokraturva Oy LKV [A]","58,5 m²","kerrostalo"
2565,"ei tiedossa",2016,"hyvä","Ei vuokravakuutta","Yksiö",870,"891,75 €/kk","Stadin asunnot / Helsingin kaupunki","41 m²","kerrostalo"
2567,"ei sallittu",2016,"hyvä","1718 €","Yksiö",940,"839 €/kk","ROOF Group Oy","30,5 m²","rivitalo"
2568,"ei sallittu",2013,"hyvä","250","Kaksio",1350,"855 €/kk","Ovenia Oy, Helsinki ( Avara)","54 m²","kerrostalo"
2571,"ei sallittu",1997,"hyvä","250 €","Kaksio",2230,"895 €/kk","Lumo-kotikeskus PKS","49 m²","kerrostalo"
2572,"ei sallittu",2015,"hyvä","250 €","4 huonetta",1370,"1 383 €/kk","Lumo-kotikeskus PKS","78,5 m²","kerrostalo"
2573,"ei sallittu",2011,"hyvä","250 €","Kaksio",1530,"953 €/kk","Lumo-kotikeskus PKS","57 m²","kerrostalo"
2574,"ei sallittu",2015,"hyvä","250 €","Kaksio",1370,"975 €/kk","Lumo-kotikeskus PKS","53,5 m²","kerrostalo"
2584,"ei sallittu",2000,"hyvä","500 €","Kaksio",1360,"930 €/kk","SATO Vuokraus / Helsinki","48 m²","kerrostalo"
2586,"ei sallittu",1973,"ei luokiteltu","843.00","Kaksio",1620,"843 €/kk","Newsec Asset Management  Oy","59 m²","kerrostalo"
2595,"ei sallittu",2009,"ei luokiteltu","985.00","Kaksio",2170,"985 €/kk","Newsec Asset Management  Oy","61 m²","kerrostalo"
2598,"ei sallittu",2001,"hyvä","2 kk:n vuokra","Kaksio",2600,"990 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","58,5 m²","kerrostalo"
2607,"ei sallittu",1999,"tyydyttävä","1kk","4 huonetta",1510,"1 335 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","91 m²","kerrostalo"
2620,"ei sallittu",2005,"hyvä","550,00 + hlötakaus 2 kk","Kaksio",400,"1 625 €/kk","SATO Vuokraus / Helsinki","54,5 m²","kerrostalo"
2624,"ei sallittu",2013,"hyvä","2 kk vuokraa vastaava summa","3 huonetta",880,"1271,86 €/kk","Keva","70,5 m²","kerrostalo"
2627,"ei sallittu",2017,"hyvä","1900 €","Kaksio",2200,"950 €/kk","Espoon Kiinteistönvälitys Merja Natunen LKV [A]","42 m²","kerrostalo"
2692,"ei sallittu",1993,"hyvä","1,5kk vuokran suuruinen","3 huonetta",180,"1490,47 €/kk","SATO Vuokraus / Helsinki","79,5 m²","kerrostalo"
2693,"ei sallittu",1982,"hyvä","1,5kk vuokran suuruinen","Kaksio",240,"1 100 €/kk","SATO Vuokraus / Helsinki","60,5 m²","kerrostalo"
2694,"ei sallittu",1993,"hyvä","1,5kk vuokran suuruinen","Kaksio",370,"1 000 €/kk","SATO Vuokraus / Helsinki","53 m²","kerrostalo"
2695,"ei sallittu",1994,"hyvä","1,5kk vuokran suuruinen","3 huonetta",180,"1476,35 €/kk","SATO Vuokraus / Helsinki","76,5 m²","kerrostalo"
2699,"ei sallittu",2015,"hyvä","1kk / 350€","Kaksio",1640,"970 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","53 m²","kerrostalo"
2700,"ei sallittu",2012,"hyvä","1kk vuokra","4 huonetta",990,"1 525 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","85 m²","kerrostalo"
2701,"ei tiedossa",2011,"hyvä","1580.00","Kaksio",2330,"790 €/kk","Vuokraturva Oy LKV [A]","47 m²","kerrostalo"
2714,"ei sallittu",2012,"hyvä","2 kuukautta","Kaksio",990,"1 024 €/kk","Uusi koti Uutelan tuntumasta!","45,5 m²","kerrostalo"
2716,"ei sallittu",1966,"hyvä","1kk","Kaksio",2170,"939 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","52,5 m²","kerrostalo"
2717,"ei sallittu",1966,"hyvä","1kk","Kaksio",2170,"939 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","52,5 m²","kerrostalo"
2718,"ei tiedossa",1956,"hyvä","1700.00","Kaksio",400,"850 €/kk","Vuokraturva Oy LKV [A]","42,5 m²","kerrostalo"
2723,"ei tiedossa",2013,"hyvä","3282,00 ","4 huonetta",1340,"1 641 €/kk","Asokodit","103 m²","kerrostalo"
2724,"ei tiedossa",2002,"hyvä","1198.51","3 huonetta",2230,"1198,51 €/kk","Asuntosäätiö","67 m²","kerrostalo"
2725,"ei sallittu",1913,"hyvä","2 kk:n vuokra","Kaksio",100,"1 890 €/kk","Bulevardin Kotimeklarit Oy LKV","78 m²","kerrostalo"
2730,"ei sallittu",2015,"hyvä","1kk, yrityksille 3kk","4 huonetta",1700,"1 200 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","75,5 m²","kerrostalo"
2732,"ei tiedossa",1975,"hyvä","1700.00","3 huonetta",1360,"850 €/kk","Vuokraturva Oy LKV [A]","75,5 m²","kerrostalo"
2733,"ei tiedossa",1975,"hyvä","1240.00","Yksiö",2320,"620 €/kk","Vuokraturva Oy LKV [A]","38 m²","kerrostalo"
2737,"ei sallittu",1995,"hyvä","2 kk:n vuokra","Kaksio",2750,"795 €/kk","Arto Lauri","50,5 m²","kerrostalo"
2739,"ei tiedossa",1959,"hyvä","1700.00","Kaksio",2200,"850 €/kk","Vuokraturva Oy LKV [A]","50 m²","rivitalo"
2741,"ei sallittu",1958,"hyvä","0","Yksiö",1340,"783 €/kk","Kiinteistö Oy M2-Kodit","36,5 m²","kerrostalo"
2742,"ei sallittu",1958,"hyvä","0","Yksiö",1600,"764 €/kk","Kiinteistö Oy M2-Kodit","34 m²","kerrostalo"
2743,"ei sallittu",1993,"hyvä","3000","3 huonetta",180,"1 530 €/kk","Katja K","79 m²","kerrostalo"
2770,"ei tiedossa",1910,"hyvä","1720","Yksiö",270,"860 €/kk","Crape Oy LKV","35 m²","kerrostalo"
2775,"ei sallittu",1994,"ei luokiteltu","3 kk","Kaksio",2610,"850 €/kk","TA-Asunnot Oy, Espoo","48 m²","kerrostalo"
2777,"ei sallittu",1980,"hyvä","250 €","3 huonetta",160,"1 857 €/kk","Lumo-kotikeskus PKS","77,5 m²","kerrostalo"
2782,"ei sallittu",2013,"hyvä","1654 €","Kaksio",2230,"827 €/kk","Asuntoverstas Oy","36,5 m²","kerrostalo"
2789,"ei sallittu",1970,"hyvä","250 €","Kaksio",820,"927 €/kk","Lumo-kotikeskus PKS","62 m²","kerrostalo"
2790,"ei sallittu",1974,"hyvä","250 €","3 huonetta",2320,"1 011 €/kk","Lumo-kotikeskus PKS","77,5 m²","kerrostalo"
2791,"ei sallittu",1979,"hyvä","250 €","Kaksio",2230,"888 €/kk","Lumo-kotikeskus PKS","59 m²","kerrostalo"
2794,"ei sallittu",2015,"hyvä","1kk vuokra","Kaksio",1700,"873 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","48,5 m²","kerrostalo"
2799,"ei sallittu",2009,"hyvä","1kk","Kaksio",2620,"870 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","48 m²","kerrostalo"
2808,"ei tiedossa",2014,"hyvä","1996.00","Kaksio",1300,"998 €/kk","Vuokraturva Oy LKV [A]","62,5 m²","kerrostalo"
2814,"ei sallittu",1960,"ei luokiteltu","2 kk vuokraa ja vesimaksua vastaava määrä","Yksiö",350,"670 €/kk","RE/MAX Casa Alto | Casa Alto Oy LKV","26 m²","kerrostalo"
2816,"ei sallittu",1972,"tyydyttävä","2100 €","3 huonetta",2230,"990 €/kk","Helsingin Kotijoukkue Oy","80,5 m²","kerrostalo"
2818,"ei sallittu",2000,"hyvä","250.00","3 huonetta",2760,"960 €/kk","Ovenia Oy, Helsinki ( Avara)","72,5 m²","kerrostalo"
2823,"ei sallittu",2001,"hyvä","250 €","3 huonetta",700,"1 144 €/kk","Lumo-kotikeskus PKS","72,5 m²","kerrostalo"
2824,"ei sallittu",2013,"hyvä","250 €","Kaksio",700,"984,30 €/kk","Lumo-kotikeskus PKS","56 m²","kerrostalo"
2825,"ei sallittu",2000,"hyvä","250 €","Kaksio",2750,"907 €/kk","Lumo-kotikeskus PKS","46,5 m²","kerrostalo"
2826,"ei sallittu",2010,"hyvä","250 €","3 huonetta",700,"1 160 €/kk","Lumo-kotikeskus PKS","68 m²","kerrostalo"
2827,"ei sallittu",1965,"hyvä","250 €","Kaksio",2620,"879 €/kk","SATO Vuokraus / Helsinki","59 m²","kerrostalo"
2828,"ei sallittu",2001,"hyvä","250 €","Kaksio",970,"1 000 €/kk","SATO Vuokraus / Helsinki","55 m²","kerrostalo"
2831,"ei sallittu",2015,"hyvä","1kk vuokra, yrityksille 3kk vuokra","Kaksio",1700,"865 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","49,5 m²","kerrostalo"
2832,"ei sallittu",2014,"hyvä","1kk vuokra, yrityksille 3kk","Kaksio",2320,"970 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","53,5 m²","kerrostalo"
2838,"ei sallittu",1979,"hyvä","2480 €","Kaksio",140,"1 240 €/kk","Asuntoverstas Oy","44,5 m²","kerrostalo"
2853,"ei sallittu",2011,"hyvä","250 €","Yksiö",390,"736 €/kk","Lumo-kotikeskus PKS","35 m²","kerrostalo"
2860,"ei sallittu",1906,"hyvä","2200€","Yksiö",150,"1 100 €/kk","Jouni Hirvonen","48 m²","kerrostalo"
2861,"ei sallittu",2016,"hyvä","1kk/350€","Kaksio",1700,"850 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","51 m²","kerrostalo"
2862,"ei sallittu",1938,"hyvä","1kk","4 huonetta",330,"1 435 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","85,5 m²","kerrostalo"
2863,"ei sallittu",2009,"hyvä","2 kk:n vuokra","Kaksio",1400,"760 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","43,5 m²","kerrostalo"
2875,"ei sallittu",1935,"hyvä","250 €","Yksiö",100,"937 €/kk","Lumo-kotikeskus PKS","26 m²","kerrostalo"
2876,"ei sallittu",1933,"hyvä","250 €","Yksiö",250,"1 081 €/kk","Lumo-kotikeskus PKS","38,5 m²","kerrostalo"
2880,"ei sallittu",1932,"hyvä","250 €","Yksiö",100,"997 €/kk","Lumo-kotikeskus PKS","37,5 m²","kerrostalo"
2883,"ei sallittu",2016,"ei luokiteltu","350.00","Yksiö",2330,"750 €/kk","Newsec Asset Management  Oy","37,5 m²","kerrostalo"
2884,"ei sallittu",2016,"ei luokiteltu","350.00","Kaksio",2330,"833 €/kk","Newsec Asset Management  Oy","45,5 m²","kerrostalo"
2885,"ei sallittu",2001,"hyvä","1kk","Kaksio",2600,"932 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","48,5 m²","kerrostalo"
2889,"ei sallittu",1978,"hyvä","1kk/350€","4 huonetta",2210,"1 265 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","98,5 m²","kerrostalo"
2895,"ei tiedossa",1983,"tyydyttävä","Ei vuokravakuutta","Yksiö",240,"924,92 €/kk","Stadin asunnot / Helsingin kaupunki","38 m²","kerrostalo"
2898,"ei sallittu",1932,"hyvä","250 €","Yksiö",100,"985 €/kk","Lumo-kotikeskus PKS","37,5 m²","kerrostalo"
2899,"ei sallittu",2016,"hyvä","250 €","3 huonetta",590,"1 351 €/kk","Lumo-kotikeskus PKS","72,5 m²","kerrostalo"
2902,"ei sallittu",1932,"hyvä","250 €","Yksiö",100,"1 050 €/kk","Lumo-kotikeskus PKS","38,5 m²","kerrostalo"
2907,"ei tiedossa",1985,"ei luokiteltu","500 €","Kaksio",750,"779 €/kk","Stadin asunnot / Helsingin kaupunki","50 m²","kerrostalo"
2910,"ei sallittu",2015,"hyvä","1kk, yrityksille 3kk","3 huonetta",1300,"1 188 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","68,5 m²","kerrostalo"
2912,"ei tiedossa",1951,"tyydyttävä","0","5 +",1370,"2 500 €/kk","Habita Itäkeskus / Helsingin Habita Oy","165 m²","kerrostalo"
2914,"ei tiedossa",1970,"hyvä","1620.00","Kaksio",2620,"810 €/kk","Vuokraturva Oy LKV [A]","58 m²","kerrostalo"
2915,"ei sallittu",1971,"hyvä","1620.00","Kaksio",2360,"919 €/kk","SATO Vuokraus / Helsinki","59 m²","kerrostalo"
2926,"ei sallittu",1965,"hyvä","750,00 e","Kaksio",2620,"835 €/kk","SATO Vuokraus / Helsinki","49 m²","kerrostalo"
2927,"ei sallittu",1998,"hyvä","750,00 e","Kaksio",930,"990 €/kk","SATO Vuokraus / Helsinki","54,5 m²","kerrostalo"
2928,"ei sallittu",2000,"ei luokiteltu","2 kk vuokraa vastaava summa","Kaksio",410,"825,25 €/kk","Keva","51,5 m²","kerrostalo"
2934,"ei sallittu",2000,"hyvä","2 kk:n vuokra","Kaksio",430,"870 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","57 m²","luhtitalo"
2937,"ei tiedossa",1937,"hyvä","5100.00","5 +",120,"2 550 €/kk","Vuokraturva Oy LKV [A]","124 m²","kerrostalo"
2938,"ei tiedossa",2013,"hyvä","1630.00","Kaksio",2330,"815 €/kk","Vuokraturva Oy LKV [A]","42 m²","kerrostalo"
2943,"ei sallittu",1950,"hyvä","1440","Kaksio",2700,"720 €/kk","Lilian Snellman","40 m²","omakotitalo"
2947,"ei tiedossa",2016,"hyvä","1590","Kaksio",940,"795 €/kk","Asunto Oy Helsingin Ostostie 2","43 m²","kerrostalo"
2955,"ei sallittu",2003,"hyvä","12000","5 +",2360,"6 000 €/kk","Celine Oy Ab LKV AFM","404 m²","omakotitalo"
2960,"ei sallittu",1992,"hyvä","12000","3 huonetta",1710,"1 095 €/kk","SATO Vuokraus / Helsinki","70,5 m²","kerrostalo"
2961,"ei sallittu",1963,"hyvä","12000","Kaksio",710,"920 €/kk","SATO Vuokraus / Helsinki","60 m²","kerrostalo"
2962,"ei sallittu",2015,"hyvä","12000","Kaksio",100,"1 485 €/kk","SATO Vuokraus / Helsinki","51,5 m²","kerrostalo"
2969,"ei sallittu",1939,"hyvä","779,00","Yksiö",530,"1 010 €/kk","SATO Vuokraus / Helsinki","41,5 m²","kerrostalo"
2970,"ei sallittu",1963,"hyvä","779,00","Kaksio",710,"948 €/kk","SATO Vuokraus / Helsinki","57,5 m²","kerrostalo"
2971,"ei sallittu",1963,"hyvä","1kk pankkitalletus sekä 1-2 hlön omavelkainen taka","Kaksio",1510,"795 €/kk","Seinäjoen Kotijoukkue Oy","45,5 m²","kerrostalo"
2972,"ei sallittu",2015,"hyvä","1kk vuokra","3 huonetta",1300,"1 285 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","71,5 m²","kerrostalo"
2978,"ei sallittu",2017,"hyvä","1kk pankkitalletus sekä 1-2 henkilön omavelkainen","Kaksio",1700,"849 €/kk","Sauli Immonen","41 m²","kerrostalo"
2985,"ei sallittu",1964,"hyvä","1770 €","Kaksio",960,"885 €/kk","Kahdeksas päivä Oy, Helsinki-Itä","50,8 m²","kerrostalo"
2989,"ei sallittu",1930,"hyvä","1560","Kaksio",140,"1 560 €/kk","Ovenia Oy","73,5 m²","kerrostalo"
2990,"ei sallittu",1960,"hyvä","890","Kaksio",200,"890 €/kk","Ovenia Oy","41 m²","kerrostalo"
3014,"ei sallittu",2017,"hyvä","1000 €","Kaksio",2200,"1 000 €/kk","Matti Kossila","42 m²","kerrostalo"
3024,"ei sallittu",1985,"tyydyttävä","1700 euroa","5 +",890,"1 700 €/kk","Antti","204 m²","rivitalo"
3039,"ei sallittu",1958,"hyvä","1kk","4 huonetta",2270,"1 200 €/kk","Heini","108 m²","rivitalo"
3063,"ei tiedossa",1991,"hyvä","1550.00","Kaksio",1450,"775 €/kk","Vuokraturva Oy LKV [A]","55 m²","kerrostalo"
3070,"ei tiedossa",1977,"tyydyttävä","1540.00","Yksiö",150,"770 €/kk","Vuokraturva Oy LKV [A]","32,5 m²","kerrostalo"
3081,"ei sallittu",2012,"hyvä","250 €","Kaksio",790,"1 093 €/kk","Lumo-kotikeskus PKS","56,5 m²","kerrostalo"
3082,"ei sallittu",1969,"hyvä","250 €","4 huonetta",390,"1 057 €/kk","Lumo-kotikeskus PKS","70 m²","kerrostalo"
3083,"ei sallittu",2011,"hyvä","250 €","Kaksio",920,"1 030 €/kk","Lumo-kotikeskus PKS","56,5 m²","kerrostalo"
3084,"ei sallittu",2012,"hyvä","250 €","Kaksio",790,"1 030 €/kk","Lumo-kotikeskus PKS","54 m²","kerrostalo"
3085,"ei sallittu",2012,"hyvä","250 €","Kaksio",790,"1 059 €/kk","Lumo-kotikeskus PKS","56,5 m²","kerrostalo"
3086,"ei sallittu",2012,"hyvä","250 €","Kaksio",790,"1 075 €/kk","Lumo-kotikeskus PKS","56 m²","kerrostalo"
